English,Ekegusii
"O you servants of the Lord, bless the Lord! Praise and exalt him above all forever!","Mosesenie Nyasae Omobui, inwe abasomba baye, Motogie na moe obonene kare na kare!"
"O you spirits and souls of the righteous, bless the Lord! Praise and exalt him above all forever!","Emeika n’emioyo y’abanto abaronge, Motogie na moe obonene kare na kare!"
"O you who are holy and humble of heart, bless the Lord! Praise and exalt him above all forever!","Mosesenie Nyasae Omobui, inwe abegeenwana na abanto abaitongo ase chinkoro, Motogie na moe obonene kare na kare!"
"O Hananiah, Mishael, and Azariah, bless the Lord! Praise and exalt him above all forever; for he has rescued us from Hades, and saved us from the hand of death! He has delivered us out of the midst of the furnace and burning flame. He has delivered us out of the midst of the fire.","Hanania, Asaria na Mishaeri, sesenia Omonene, Motogie na moe obonene kare na kare! Inwe Hananiah, Asaria na Mishael, Mosesenie Nyasae Omobui, Motogie na moe obonene kare na kare! Egekogera ere ototooririe korwa inse y’ense, Ototoririe korwa ase okoboko kw’amakweri, Ere ototabuuririe intwe korwa ase ogsambwa korwa ase omorero ekebemberi,"
"O give thanks to the Lord, for he is good; for his mercy is forever.","Otorusirie intwe korwa ase endiba y’echimeme chiomorero! Aaka ng’a mbuya mono ase Nyasae Omobui, Ekiagera obwanchani bwaye tibori koera."
"O all you who worship the Lord, bless the God of gods, praise him, and give him thanks; for his mercy is forever!”","Mosesenie Nyasae Omobui, Nyasae bw’e chinyasae, inwe mwensi baria momoirogete, Motogie na komwakera ng’a mbuya mono, Ekiagera obwanchani bwaye tibokoera goika kare na kare, amatuko onsi n’amaabera aye nigo are aroro goika kare na kare.”"
"Nebuchadnezzar spoke and said, “Blessed be the God of Shadrach, Meshach, and Abednego, who has sent his angel and delivered his servants who trusted in him, and have changed the king’s word, and have yielded their bodies, that they might not serve nor worship any god, except their own God.","Erio Nebukadinesaro agaaka eriogi, agateeba, “Atogigwe Nyasae o Sadaraka, na o Meshaka, na bw’Abedi‐Nego, oyio otomire omomalaika oye gotooria abasomba baye abwo bamosemeretie na bangete koigwera ogochika kwane inche omorwoti, bakarua emebere yabo esire kobua gokorera na gosasiima enyasae ende yonsi, otatiga Nyasae obo bweka."
"Therefore I make a decree, that every people, nation, and language, who speak anything evil against the God of Shadrach, Meshach, and Abednego, shall be cut in pieces, and their houses shall be made a dunghill, because there is no other god who is able to deliver like this.”","Bono inche naruure ogochika ng’a omonto onde bwensi bw’egesaku kende gionsi, gose bw’omonwa onde bwensi, orakwane mamincha ya Nyasae o Sadaraka, na o Meshaka, na bw’Abedi‐Nego, oyio nabutoranwe ekiimo ase ekiimo, na enyomba yaye netagorwe ebe rituuri, ekiagera enyasae ende teri eranyare gotooria ase enchera buna eye.”"
"Then the magicians, the enchanters, the Chaldeans, and the soothsayers came in; and I told the dream before them; but they didn’t make known to me its interpretation.",“Oko nakwo okorora narooche ekero naraire borere bw’ane: “Nkarora omote omonene orenge omotambe mono oteneine ase egati‐gati y’ense.
"But at the last Daniel came in before me, whose name was Belteshazzar, according to the name of my god, and in whom is the spirit of the holy gods. I told the dream before him, saying,","Omote oria nigo ogendererete gokina, okaba ne chinguru, ogatambea gochia igoro, okarorekana ase chinsinyo chionsi chi’ense."
"“Belteshazzar, master of the magicians, because I know that the spirit of the holy gods is in you, and no secret troubles you, tell me the visions of my dream that I have seen, and its interpretation.","Omoerio oye Danieli agacha ase obosio bwane, (ere oria okorokwa Beli‐Tesasari, erieta ri’enyasae y’ane). Omoika bwe chinyasae chinchenu nigo ore ime yaye. Nkamoorokeria chindoto chiria, nkamoteebia: Amato aye nigo arenge amaya, na amatunda aye nigo arenge amaange; ase omote oria endagera nao yarenge goisanekia abanto bonsi. Ching’iti chi’orosana nao chiare konyora ekiriri chigokenderera inse yaye, ne chinyoni chikaba chikomenya ime ase chinsagia chiaye, na kera egetongwa kere moyo gekanyora endagera yaye korwao."
"The tree grew, and was strong, and its height reached to the sky, and its sight to the end of all the earth.","“Ere agaaka eriogi rinene, agateeba: Gecha omote oyio na onache chinsagia chiaye, osose amato aye na osiarere amatunda aye; ching’iti chi’orosana chitame korwa aroro, ne chinyoni chirue ase chinsagia chiaye"
"“I saw in the visions of my head on my bed, and behold, a watcher and a holy one came down from the sky.",Enkoro yaye neonchorwe teeba eya Mwanyabaanto naende; naegwe enkoro buna eye ching’iti ase ebiro bitano na bibere.
"He cried aloud, and said this, ‘Cut down the tree and cut off its branches! Shake off its leaves and scatter its fruit! Let the animals get away from under it, and the fowls from its branches.","Okonachwa kw’amang’ana aya kwarurwe nabarendi baria abachenu, na ogochika oko nigo kwarurwe na baria abachenu. Ase igo abare moyo banyare komanya ng’a Oyore Igoro Mono nere okogambera oborwoti bwa Mwanyabaanto, naende nere okoa oborwoti obwo ase onde bwensi aranche, naende nigo akobeeka oria ore omoke mono ase egati y’ abanto agaambe ase oborwoti obwo."
"“‘The sentence is by the decree of the watchers, and the demand by the word of the holy ones, to the intent that the living may know that the Most High rules in the kingdom of men, and gives it to whomever he will, and sets up over it the lowest of men.’","Omote oria kwarooche orenge omonene mono, na omotambe gochia igoro, naende okarorekana ase chinsinyo chionsi chi’ense;"
"Then Daniel, whose name was Belteshazzar, was stricken mute for a while, and his thoughts troubled him. The king answered, “Belteshazzar, don’t let the dream, or the interpretation, trouble you.” Belteshazzar answered, “My lord, may the dream be for those who hate you, and its interpretation to your adversaries.","Aye omorwoti, omote oria naye omonyene. Aye gwakinire, kwabeire ne chinguru. Obonene bwao bwakinire, bwaikire igoro, na obogaambi bwao bwaikire ase chinsinyo chionsi chi’ense."
"The tree that you saw, which grew and was strong, whose height reached to the sky, and its sight to all the earth;","Naende aye omorwoti, ekero kwarigereretie, okarora omorendi oria omochenu ogoika korwa igoro ogoteeba: Gecha omote oyo oyosirie, korende otige egesike kiaye kere nemeri yaye ase riroba. Ogetige gesibire nekenyuri gi’ekioma na etai, agwo ase obonyansi oborere bw’orosana, kenyirirerwe ne riime rikorwa igoro; egetari ki’omorwoti oyio kebe amo ne ching’iti chi’orosana ase ebiro bitano na bibere."
"whose leaves were beautiful, and its fruit plentiful, and in it was food for all; under which the animals of the field lived, and on whose branches the birds of the sky had their habitation—","Aye omorwoti, engencho ye chindoto chiria neye: Okonachwa kw’amang’ana aya nigo kwarurwe n’Oyore Igoro Mono gocha as’ore, aye omorwoti, omonene one."
"it is you, O king, who have grown and become strong; for your greatness has grown, and reaches to the sky, and your dominion to the end of the earth.","Noserigwe gochia aare korwa ase Mwanyabaanto, na obomenyo bwao nigo borabe amo ne ching’iti chi’orosana. Nobetererigwe orisie obonyansi buna eng’ombe, na nonyirirerwe ne riime rikorwa igoro, ase ebiro bitano na bibere, goika onyare komanya ng’a Oyore Igoro Mono nere okogambera oborwoti bwa Mwanyabaanto, naende nere okoa oborwoti obwo ase onde bwensi aranche."
"“Whereas the king saw a watcher and a holy one coming down from the sky, and saying, ‘Cut down the tree, and destroy it; nevertheless leave the stump of its roots in the earth, even with a band of iron and bronze, in the tender grass of the field, and let it be wet with the dew of the sky. Let his portion be with the animals of the field, until seven times pass over him.’","Na buna amang’ana achigetwe ng’a egesike ki’omote getigwe amo nemeri, oborwoti bwao nabokoiranere ekero keria oramanye ng’a Oyore Igoro Mono nere okogamba."
"that you shall be driven from men, and your dwelling shall be with the animals of the field. You shall be made to eat grass as oxen, and shall be wet with the dew of the sky, and seven times shall pass over you; until you know that the Most High rules in the kingdom of men, and gives it to whomever he will.",Ayio onsi akamonyora Nebukadinesaro omorwoti.
"Their command to leave the stump of the roots of the tree means your kingdom will be sure to you, after you will have known that the heavens do rule.","Ekero emetienyi ikomi na ebere yachia koera, akariina kerama igoro ki’enyomba y’oborwoti agwo Babiloni, agataara aroro,"
"The king spoke and said, “Is not this great Babylon, which I have built for the royal dwelling place, by the might of my power and for the glory of my majesty?”","Ase engaki eyio ring’ana riria rigaikeranigwa igoro ya Nebukadinesaro. Agaserigwa korwa ase Mwanyabaanto, akaba okorisia obonyansi buna chintang’ana chigokora; omobere oye okaba okonyirirerwa ne riime rikorwa igoro; goika etukia yaye egakina ekaba entambe buna amarionya y’ebiongo, ne chinchara chiaye chigakina chikaba buna echie chinyoni."
"You shall be driven from men, and your dwelling shall be with the animals of the field. You shall be made to eat grass as oxen. Seven times shall pass over you, until you know that the Most High rules in the kingdom of men, and gives it to whomever he will.’”","Abanto bonsi bamenyete ase ense nigo babarire ng’a nigo bare bosa; Ere nigo agokorera emeganda ya igoro buna anchete akorera na Mwanyabaanto bare ase ense boigo. Onde tari oramotange, gose komoboria, “Ngento ki ekio ogokora?”"
"This was fulfilled the same hour on Nebuchadnezzar. He was driven from men, and ate grass as oxen, and his body was wet with the dew of the sky, until his hair had grown like eagles’ feathers, and his nails like birds’ claws.","‘Ase engaki eyio obong’aini bwane bokang’iranera, na obonene bw’oborwoti bwane, na obonene bw’amasikani aane, bikang’iranera boigo. Abaseemia bane, na abanto baane abanene bagaacha kondigia, na inche nkairanerigwa oborwoti bwane, na nkamenterwa okobua okonene goetania. Bono inche Nebukadinesaro, nigo ’nkomotogia Omorwoti ore igoro na komobaka, ekiagera ogokora kwaye gwonsi n’okwa boronge, ne chinchera chiaye boigo, na abwo bare aberori nigo akobakeyia."
"At the end of the days I, Nebuchadnezzar, lifted up my eyes to heaven, and my understanding returned to me, and I blessed the Most High, and I praised and honored him who lives forever. For his dominion is an everlasting dominion, and his kingdom from generation to generation.","Ase engaki eyio obong’aini bwane bokang’iranera, na obonene bw’oborwoti bwane, na obw’amasikani ane, bikang’iranera boigo. Abasemia bane, na abanto bane abanene bagaacha kondigia, na inche nkairanerigwa oborwoti bwane, na nkamenterwa okobua okonene goetania."
Then all the king’s wise men came in; but they could not read the writing and couldn’t make known to the king the interpretation.,"Erio abanto abang’aini bonsi b’omorwoti bagasoa ime, korende tibanyarete gosoma amariiko aria, gose goteebia omorwoti engencho yaye."
"Then King Belshazzar was greatly troubled. His face was changed in him, and his lords were perplexed.","Belisasari omorwoti agachandeka mono ore nomoondoko, na obosio bwaye bokaonchoka bokarachoka, na abanene b’oborwoti bwaye bakaondoka."
"There is a man in your kingdom in whom is the spirit of the holy gods. In the days of your father, light, understanding, and wisdom like the wisdom of the gods were found in him. The king, Nebuchadnezzar, your father—yes, the king, your father—made him master of the magicians, enchanters, Chaldeans, and soothsayers","Omonto oyomo nare aiga ase oborwoti bwao, omoika bwe chinyasae chinchenu ore ime yaye. Ase engaki eria iso arenge kogamba, omonto oyio akarorekana ore noborabu, na okomanya, na obong’aini bore buna obwe chinyasae, ime yaye. Omorwoti Nebukadinesaro iso akamobeka akaba omonene bw’abaringoria, na abarogi, na Abakalidayo bamanyete oborogi, na abamanyete igoro ye ching’enang’eni, ee, nabo omorwoti iso akorete;"
"I have heard of you, that the spirit of the gods is in you, and that light, understanding, and excellent wisdom are found in you.","Naigure igoro yao ng’a omoika bwe chinyasae chinchenu nigo ore ime yao, naende ng’a oborabu, na okomanya, na obong’aini obuya mono, nigo bikonyorekana ime yao"
"Now the wise men, the enchanters, have been brought in before me to read this writing, and make known to me its interpretation; but they could not show the interpretation of the thing.","Bono abanto abang’aini na abarogi mbarentwa ase obosio bwane basome amariiko aya, naende banteebie engencho yaye, korende tibanyarete gonteebia engencho y’amang’ana aya."
"But I have heard of you, that you can give interpretations and dissolve doubts. Now if you can read the writing, and make known to me its interpretation, you shall be clothed with purple, and have a chain of gold around your neck, and shall be the third ruler in the kingdom.”","Korende naigure ng’a aye nonyare koorokia engencho y’amang’ana, na korongeyia obokong’u. Bono koranyare gosoma amariiko ayio na komanyia engencho yaye, rirorio nobekerwe eanga emonyinga, na obekerwe chisonoi chi’echitaabu igoti ria’o, aye n’obe omogambi o gatato ase oborwoti obo.”"
"Then Daniel answered the king, “Let your gifts be to yourself, and give your rewards to another. Nevertheless, I will read the writing to the king, and make known to him the interpretation.","Erio agwo Danieli akairaneria omorwoti, akamoteebia, “Gacha ebiegwa biao, na kae omonto omoao ebio oganetie kong’a. Korende nonya naboigo, inche ningosomere aye omorwoti amariiko aya, naende ngoteebie engencho yaye."
"He was driven from the sons of men and his heart was made like the animals’, and his dwelling was with the wild donkeys. He was fed with grass like oxen, and his body was wet with the dew of the sky, until he knew that the Most High God rules in the kingdom of men, and that he sets up over it whomever he will.","Nigo aseretigwe korwa ase Mwanyabaanto, na enkoro yaye ekaonchorwa ekaba buna eye ching’iti, akabetererigwa komenya amo ne chitigere chi’orosana na korisia obonyansi buna eng’ombe; omobere oye okanyirirerwa ne riime rikorwa igoro, goika ekereo amanyete ng’a Nyasae Ore Igoro Mono nere okogambera oborwoti bwa Mwanyabaanto, na nere okobeeka onde bwensi anchire abe omogambi."
"but have lifted up yourself against the Lord of heaven; and they have brought the vessels of his house before you, and you and your lords, your wives, and your concubines, have drunk wine from them. You have praised the gods of silver, gold, bronze, iron, wood, and stone, which don’t see, hear, or know; and you have not glorified the God in whose hand is your breath and whose are all your ways.","korende kweimokereirie igoro mamincha y’Omonene ore igoro. Ebikorero bi’enyomba yaye biarentirwe ase obosio bwao; aye amo nabaanto b’oborwoti bwao, na abakungu bao, na abakungu bao ba sere‐sere, babinywereire edivai. Aye kwabeire kogotogia chinyasae chiroisirie korwa ase chitaabu, ne chifeta, ne chitaai, na ebioma, na emete na amagena, echio chitari korora, gose koigwa, gose chitamanyeti gento, korende Nyasae oria obomoyo bwao bore ase okoboko kwaye, ne chinchera chiao chionsi chire ase okobua kwaye, tomotogeti."
"Then Belshazzar commanded, and they clothed Daniel with purple, and put a chain of gold about his neck, and proclaimed that he should be the third highest ruler in the kingdom.","Erio Belisasari akarua ogochika ng’a Danieli abeekerwe eanga emonyinga, ne chisonoi chi’echitaabu igoti riaye, na ararigwe ng’a ere nomogambi o gatato ase obogambi obo."
"and over them three presidents, of whom Daniel was one; that these local governors might give account to them, and that the king should suffer no loss.","Naende akabeeka abanene batato igoro ase abwo; Danieli nigo arenge oyomo obo. Abagaambi baria abanene nigo barenge koba bakorua omobaro ase abwo batato, erinde omorwoti tabaisa gosirerwa n’eniibo."
"All the presidents of the kingdom, the deputies and the local governors, the counselors and the governors, have consulted together to establish a royal statute, and to make a strong decree, that whoever asks a petition of any god or man for thirty days, except of you, O king, he shall be cast into the den of lions.","Abaanene bonsi b’oborwoti, na abagaambi bonsi be chingongo, na abagaambi baria abanene, na abasemia, na abagabana, bancheranire ng’a aye omorwoti obeke richiiko na okaane bokong’u ng’a monto onde bwensi tabaisa gosaba enyasae ende yonsi, gose omonto onde, otatiga aye bweka aye omorwoti, ase engaki y’amatuko emerongo etato. Aise gokora ayio, rirorio arutwe ase engoro ye chindo."
"Now, O king, establish the decree, and sign the writing, that it not be changed, according to the law of the Medes and Persians, which doesn’t alter.”","Bono aye omorwoti, beka richiiko erio na orikong’ie, naende oribeke ekemanyererio kiao, erinde tiribaisa koonchorwa, koreng’ana buna amachiiko y’Abamedi na Abaayemi atari koonchorwa.”"
"Then the king commanded, and they brought Daniel, and cast him into the den of lions. The king spoke and said to Daniel, “Your God whom you serve continually, he will deliver you.”","Erio omorwoti akarua ogochika ng’a Danieli arentwe. Danieli akarentwa, akarutwa ase engoro ye chindo. Omorwoti agateebia Danieli, “Nyasae oo, oria ogokorera botambe nagotoorie.”"
"A stone was brought, and laid on the mouth of the den; and the king sealed it with his own signet, and with the signet of his lords, that nothing might be changed concerning Daniel.","Rigena rikarentwa rigakuneka ase omonwa bw’engoro eria, erio omorwoti akabeeka ekemanyererio kiaye omonyene amo nebi’abanene b’oborwoti bwaye, erinde amang’ana ande onsi Danieli akoreretwe taonchorwa."
"My God has sent his angel, and has shut the lions’ mouths, and they have not hurt me; because I am innocent in his sight. Also before you, O king, I have done no harm.”","Nyasae one natomete omomalaika oye, agasieka emenwa ye chindo, na chirochio tichiankorerete bobe bonde, ekiagera nigo nanyorekanete ng’a tindi na komocha ase obosio bwaye; naboigo nase obosio bwao, aye omorwoti, tinkoreti komocha konde.”"
"The king commanded, and they brought those men who had accused Daniel, and they cast them into the den of lions—them, their children, and their wives; and the lions mauled them and broke all their bones in pieces before they came to the bottom of the den.","Erio omorwoti agachiika ng’a abanto baria basoerete Danieli barentwe. Erio bakarutwa ase engoro eria ye chindo, barabwo amo n’abana babo, na abakungu babo, na ekero bataragwa gochia inse y’engoro eria, chindo chiria chikabaumokera, chikabuna‐buna amauga onsi y’emebere yabo."
"Then King Darius wrote to all the peoples, nations, and languages, who dwell in all the earth: “Peace be multiplied to you.","Nyuma y’ayio Dario omorwoti akariika amang’ana, akayatoma ase abanto bonsi, na ebisaku, na abanto b’emenwa ao ao, bamenyete ase ense yonsi, akabateebia. “Omorembe omentekane ase more:"
"“I make a decree that in all the dominion of my kingdom men tremble and fear before the God of Daniel; “for he is the living God, and steadfast forever. His kingdom is that which will not be destroyed. His dominion will be even to the end.","Bono narure ogochika ng’a abanto bonsi bare ase oborwoti bwane baiguswe na koiroka ase obosio bwa Nyasae o Danieli. “Ere nere Nyasae ore moyo, nigo areo goika kare na kare; oborwoti bwaye tibogosirigwa nonya ng’ake, na okogaamba kwaye nkogenderere gotari n’omoerio."
"So this Daniel prospered in the reign of Darius, and in the reign of Cyrus the Persian.",Bono Danieli oyio agasesenigwa akanyora okobua ase engaki y’okogamba kwa Dario na ey’ogwa Koresi Omoayemi.
"In the first year of Belshazzar king of Babylon, Daniel had a dream and visions of his head on his bed. Then he wrote the dream and told the sum of the matters.","Ase omwaka bw’eritang’ani bw’okogamba kwa Belisasari, omorwoti o Babiloni, Danieli akarota chindoto, akarora amaroro ekero araire borere bwaye. Erio akariika akaorokia amang’ana arooche ase chindoto chiria."
"Daniel spoke and said, “I saw in my vision by night and behold, the four winds of the sky broke out on the great sea.","Aya naro amang’ana Danieli ateebete. “Ase okorora kwane kwa botuko nkarora chimbeo inye chia igoro chigocha ne chinguru, chigaturubania enyancha enene."
"“The first was like a lion, and had eagle’s wings. I watched until its wings were plucked, and it was lifted up from the earth, and made to stand on two feet as a man. A man’s heart was given to it.","Eng’iti entang’ani nigo yagwekaine endo, korende yabwate chimbaaba buna echi’ekeongo. Buna nabeete ndigereretie, chimbaaba chiaye nigo chiasimoire, ero ekaimokererigwa igoro korwa ase riroba, egatenenigwa namagoro abere buna omonto, ekaegwa enkoro ya Mwanyabaanto."
"“After this I saw in the night visions, and, behold, there was a fourth animal, awesome and powerful, and exceedingly strong. It had great iron teeth. It devoured and broke in pieces, and stamped the residue with its feet. It was different from all the animals that were before it. It had ten horns.","“Naende ’nkarora ase amaroro aria a botuko eng’iti ya kane. Nigo yarenge ey’okoondokia na koirokia, boigo nigo yarenge ne chinguru chinyinge. Nigo yabwate amaino amanene ay’ebioma; ekaria na kobutorana, na keri yatigaretie ekagetindachera inse namagoro aye. Eyio nigo yarenge nogwatananekana korwa ase ching’iti chiria chiayetang’anerete; ero nigo yabwate ching’unchara ikomi."
"“I considered the horns, and behold, another horn came up among them, a little one, before which three of the first horns were plucked up by the roots: and behold, in this horn were eyes like the eyes of a man, and a mouth speaking great things.","Buna narenge ndigereretie na korengereria igoro ye ching’unchara chiria, nkarora orogunchara ronde oroke rokooroka korwa ase egati‐gati ye ching’unchara chiria. Orogunchara roria oroke rogasimora ching’unchara isato ase echio ikomi chiarotang’anerete, rogachisimora amo nememio‐mio. Nkarora orogunchara roria robwate amaiso buna ay’omonto, na omonwa orenge gokwana amang’ana y’oboenenu."
"“I watched at that time because of the voice of the great words which the horn spoke. I watched even until the animal was slain, its body destroyed, and it was given to be burned with fire.","“Ekero narigereretie ekaba ng’a orogunchara roria rwagendererete gokwana amang’ana y’oboenenu. Ase engencho eyio ’nkarora eng’iti eria egaitwa, na omobere oye ogasarigwa okarutwa ase omorero ogasambwa."
"“I saw in the night visions, and behold, one like a son of man came with the clouds, and he came to the Ancient of Days, and they brought him near before him.","“Naende ’nkarora ase amaroro ane a botuko oyomo onga buna omwana‐o‐Mwanyabaanto ogocha amo namare ya igoro, agaika ang’e ase omonto oria omokoro bw’amatuko amaange, akarentwa ase obosio bwaye."
"Dominion was given him, with glory and a kingdom, that all the peoples, nations, and languages should serve him. His dominion is an everlasting dominion, which will not pass away, and his kingdom will not be destroyed.","Ere oyio akaegwa okobua gw’okogaamba, na obonene, na oborwoti, erinde abanto bonsi, na ebisaku, na abanto b’emenwa ao ao, bamokorere. Obogaambi bwaye nobwa kare na kare, tibokoera, na oborwoti bwaye tibokobugwa."
"and concerning the ten horns that were on its head, and the other horn which came up, and before which three fell, even that horn that had eyes, and a mouth that spoke great things, whose look was more stout than its fellows.","Naende ’nkagania komanya igoro ye ching’unchara chiria ikomi chiarenge ase omotwe oye, na igoro y’orogunchara roria ronde oroke rwamerete korwa magega, orwo bosio bwaye isato ase chiria ikomi chiagweteo. Orogunchara orwo nigo rwabwate amaiso, na omonwa orenge gokwana amang’ana y’oboenenu, naende rokarorekana nigo rore oronene kobua echinde chiamwabo."
"I saw, and the same horn made war with the saints and prevailed against them","“Buna nabete ndigereretie, ’nkarora orogunchara roria rokarwania abachenu esegi, rokababua,"
"“So he said, ‘The fourth animal will be a fourth kingdom on earth, which will be different from all the kingdoms, and will devour the whole earth, and will tread it down, and break it in pieces.","“Aya naro akwanete igoro y’eng’iti eria ya kane, agateeba: Oborwoti bwa kane mbobe ase ense, borobwo nigo borabe nogwatananekana korwa ase amarwoti ande onsi. Nigo borarie ense yonsi na koyetindachera inse, naende boyebutorane ebe ebing’ese."
"Then I lifted up my eyes, and saw, and behold, a ram which had two horns stood before the river. The two horns were high; but one was higher than the other, and the higher came up last.","Nkarigereria nkarora emingichi yabwate ching’unchara ibere eteneine ase engegu y’orooche. Ching’unchara chionsi ibere nigo chiarenge chintambe, korende oromo nigo rwarenge orotambe kobua oronde, na orwo orotambe nigo rwamerete korwa magega y’orwo ronde."
"I saw the ram pushing westward, northward, and southward. No animals could stand before him. There wasn’t anyone who could deliver out of his hand; but he did according to his will, and magnified himself.","Nkarora emingichi eria egotwoma gochia ensemo ya bosongo, na eya sugusu, na eya Irianyi; eng’iti ende tiyarenge konyara gotenena ase obosio bwaye, gose onde tarenge konyara gotooria korwa ase okobua kwaye. Nigo yarenge gokora buna yanchete, naende ekaba egokora amang’ana amanene."
"I saw him come close to the ram, and he was moved with anger against him, and struck the ram, and broke his two horns. There was no power in the ram to stand before him; but he cast him down to the ground, and trampled on him. There was no one who could deliver the ram out of his hand.","Nkarora egosuka gochia ang’e ase emingichi eria; egatwoma emingichi eria, ere nekeririanda ekenene ekayeiyeria inse, ekabuna ching’unchara chiaye ibere. Emingichi eria tiyarenge ne chinguru chi’okorwana negoree eria, korende ekaiyerigwa inse na gotiringwa negoree eria. Onde tarenge konyara gotooria emingichi eria korwa ase okobua kw’egoree eria."
"Out of one of them came out a little horn, which grew exceedingly great, toward the south, and toward the east, and toward the glorious land.","Korwa ase oromo rw’echio orogunchara ronde rokamera korwao; orwo rogakiina mono gochia Irianyi, na gochia moocha, na gochia ase ense eria engiya mono."
"It grew great, even to the army of the sky; and it cast down some of the army and of the stars to the ground, and trampled on them.","Orogunchara orwo rogakiina mono, rogaika ase emeganda ya igoro, rokaiyeria emeganda ende ne ching’enang’eni gocha inse aa, rogachitiringerao."
"When I, even I Daniel, had seen the vision, I sought to understand it. Then behold, there stood before me something like the appearance of a man.","Ekero inche Danieli narooche okorora koria na nkarigia imanye engencho yaye, ’nkarora oyomo ogwekaine Mwanyabaanto oteneine ase obosio bwane."
"I heard a man’s voice between the banks of the Ulai, which called, and said, “Gabriel, make this man understand the vision.”","Nkaigwa eriogi ri’omonto rikorangeria korwa gati‐gati y’orooche rwa Ulai, rigoteeba, “Aye Gabirieli, momanyie omonto oyio engencho y’okorora okwo!”"
"So he came near where I stood; and when he came, I was frightened, and fell on my face; but he said to me, “Understand, son of man; for the vision belongs to the time of the end.”","Ase ayio agacha ang’e ase nateneine; ekero aigete ase ’nde nkaondoka, nkagwa inse maumama. Korende omonto oria aganteebia, “Aye Mwanyabaanto, manya ng’a okorora koria nigo gokworokia chingaki chi’omoerio.”"
"Now as he was speaking with me, I fell into a deep sleep with my face toward the ground; but he touched me, and set me upright.","Ekero agendererete gokwana nainche, chitoro chinene chikambwata gontung’aime inse ng’umaime, korende agankuna, agantenenia, na inche ngatenena boronge."
"He said, “Behold, I will make you know what will be in the latter time of the indignation; for it belongs to the appointed time of the end.","Nyuma y’ayio aganteebia, “Rora, ningoteebie aya agochia koba ase omoerio bw’endamwamu y’Omonene, ekiagera okorora okwo nigo gokworokia igoro y’engaki y’omoerio."
"“In the latter time of their kingdom, when the transgressors have come to the full, a king of fierce face, and understanding dark sentences, will stand up.","“Ase engaki y’omoerio bw’amagaambi ayio, ekero abasaria barabe baikeire ekerengo kiabo ki’omoerio, omorwoti omotindi mono oichire nobong’ainereria naoroke."
"Through his policy he will cause deceit to prosper in his hand. He will magnify himself in his heart, and he will destroy many in their security. He will also stand up against the prince of princes; but he will be broken without human power.","Ase obong’aini bwaye bw’obong’ainereria nagenderere konyora okobua ase kende gionsi arakore, na ase ebirengererio biaye ere omonyene nekinie na koenena. Naite abanto abange mobosokano batakuureiri. Naimokerere igoro koamererania n’Omogaambi bw’abagaambi. Erio nasenyentwe, korende tari nokoboko kwa Mwanyabaanto."
"I, Daniel, fainted, and was sick for some days. Then I rose up, and did the king’s business. I wondered at the vision, but no one understood it.","Inche Danieli ’nkaborwa chinguru, ’nkaba omorwaire ase amatuko amake. Nyuma y’ayio nkaimoka gochia gokora emeremo ase omorwoti, korende ngaichanigwa ase engencho y’okorora okwo, na onde tarenge omanyete engencho yaye."
"In the first year of Darius the son of Ahasuerus, of the offspring of the Medes, who was made king over the realm of the Chaldeans,","Ase omwaka bw’eritang’ani bw’okogaamba gwa Dario, mosinto bw’Ahaswero bw’ororeria rw’Abamedi, oy’obegetwe akaba omorwoti kogaambera Abakalidayo,"
"in the first year of his reign I, Daniel, understood by the books the number of the years about which Yahweh’s word came to Jeremiah the prophet, for the accomplishing of the desolations of Jerusalem, even seventy years.","ee, ase omwaka bw’eritang’ani bw’okogaamba kwaye, inche Danieli nkamanya korwa ase Amariiko Amachenu igoro y’omobaro bw’emiaka eria ring’ana ri’Omonene riatebeetie Yeremia omobani, ng’a emiaka emerongo etano na ebere nigo yarenge gocha koera, Yerusalemu ogendererete koba rituuri."
"I set my face to the Lord God, to seek by prayer and petitions, with fasting in sackcloth and ashes.","Erio nkamorigereri’Omonene, nkamorigia n’ogosaba, na okoboria kw’oboitongo, na ase okweng’ata. Nkeboyia chigunia na kweaka ribu."
"“Lord, righteousness belongs to you, but to us confusion of face, as it is today—to the men of Judah, and to the inhabitants of Jerusalem, and to all Israel, who are near, and who are far off, through all the countries where you have driven them, because of their trespass that they have trespassed against you.","Aye Omonene, nigo ogokora oboronge botambe, korende intwe botambe nigo tokwerentera obosooku buna iga reero, intwe abanto ba Yakobo, na abanto bamenyete Yerusalemu, na Abaisraeli bonsi, baria bare ang’e na abare aare ase chinse chionsi ase kwabaseretie gochia, ekiagera titwabete abegenwa as’ore."
To the Lord our God belong mercies and forgiveness; for we have rebelled against him.,"Aye Omonene Nyasae oito, nigo obwate amaabera, naende nigo ogotwabera, nonya twasaririe as’ore."
"Yes, all Israel have transgressed your law, turning aside, that they wouldn’t obey your voice. “Therefore the curse and the oath written in the law of Moses the servant of God has been poured out on us; for we have sinned against him.","Abaisraeli bonsi basaririe amachiiko ao, baonchokire tibari koigwera eriogi ria’o. Ase ayio okoragererigwa okwo gwatianete koumora igoro yaito, okwo koriikire ase amachiiko a Musa, omosomba oo, aye Nyasae, gwatocheire, ekiagera intwe twakorire ebibe as’ore."
