English,Kiswahili,Ekegusii,Domain
e) insufficient technical capacity on international taxation; and 
f) emerging and evolving business models that cannot be adequately addressed by existing 
taxation frameworks. 
 
3.4 Tax Administration 
KRA collects and account for tax revenue on behalf of the National Government. In carrying out 
this mandate, the Authority faces the following challenges: 
a) high number of unregistered taxpayers; 
b) low taxpayer morale; 
c) limited access to taxpayer transactional information; 
d)  inadequate capacity due to skills gap in handling emerging challenges; and 
e) limited collaboration and information sharing between the National and County 
Governments on tax matters;  
3.5 Tax Dispute Resolution 
Tax dispute resolution process in Kenya, in most cases is adversarial occasioning a high number 
of disputes at the Tax Appeals Tribunal and in the Courts.  Such disputes lock revenue over long 
periods of time.   
 
22 
 
3.6 Unpredictable Tax Rates and Tax Bases  
The growth of government expenditure without corresponding growth of tax revenue has 
necessitated regular review of tax laws to expand the tax base. However, expansion of the tax base 
is limited by the  structure of the economy which is dominated by informal sector  and other 
structural factors. Frequent changes in tax rates and review of tax laws create unpredictability in 
the government policy. 
  
 
23 
 
CHAPTER FOUR  
 
POLICY GUIDELINES 
This chapter provides policy guidelines to address the challenges identified in chapter three as 
follows:  
4.1 Hard to tax sectors  
This policy aims at progressively increasing tax yields from agriculture and the informal sectors. 
To achieve this objective, the Government will: 
a) Explore ways of enhancing the taxation of property transfer s including land and 
agricultural sector; 
b) Explore ways of enhancing taxation of informal sectors including through increasing 
KRA’s presence in big town and cities; 
c)  Exploring mechanism for collecting taxes from the informal sector such as 
appointment of tax collection agents; 
d) Roll out education programmes to farmers and informal sector groups on taxation;  
e) Enhance collaborations and exchange of information on taxpayers between the 
National Government and County Governments. 
 
4.2 Management of Tax Expenditure   
This policy aims at enhancing the management of the tax expenditure framework and ensuring 
analysis of the benefits is done before any tax expenditure is approved for implementation while 
rationalizing the exi sting tax expenditures . In principle, tax incentives and exemptions are 
economically inefficient, inequitable, adds to the complexity of the tax system and reduce revenue 
yield. In order to address this situation, the Government will: 
a) Review the current tax expenditure and formulate a  framework for granting tax 
incentive; 
b) Develop and regularly review guidelines for granting tax incentives  taking into 
consideration the costs , benefits, promotion  of investment and cushioning Kenyans 
against economic shocks;   
c) Maintain a record of all tax expenditures; 
d) Comprehensively review tax incentives after every five years to align them with the 
Government’s agenda; 
e) Regularly request companies that enjoy tax incentives to provide data on the impact of 
the incentives on their business and contribution to the growth of the economy  
 
24 
 
f) Provide sunset clause for specific tax incentives granted to  specific sectors  where 
applicable;  
g) Develop and implement a centralized monitoring and evaluation framework for tax 
incentives;  
h) Prepare and publicise tax expenditure reports annually; and 
i) Provide highlights in the annual Budget Statement tax expenditure for the previous 
year. 
 
4.3 Increase in tax compliance level 
In order t o progressively increase tax compliance levels  and reduce tax disputes between the 
revenue administrator and the taxpayers, the Government will:  
a) Continuously review the mechanism s for detecting, deterring and sanctioning 
incidences of integrity in tax administration;  
b) Continuously leverage on the  use of modern information technology in tax 
administration services and maintain up to date taxpayer records;  
c) Integrate tax and customs administration systems with relevant government agencies 
and other third-party systems; 
d) Regularly provide clarification on any issues that may arise in the administration of tax 
laws; 
e) Regularly review tax administration procedures to address gaps and emerging issues; 
f) Enhance implementation and monitoring of a structured and tailor -made engagement 
program for stakeholders; 
g) Strengthen the mechanism of educating different segment of taxpayers on changes to 
the tax laws and procedures; 
h) Enhance taxation awareness in the Kenyan education system; 
i) Penalize non-compliance and recognize compliant taxpayers; 
j) Enhance the visibility and presence of the tax administration across the country 
including through enhanced surveillance and establishment of satellite offices; 
k) Enhance risk-based verification programs for detecting and deterring non-compliance;  
l) Enhance framework for a tax audit process, in consultation with stakeholders, to ensure 
transparency, certainty and predictability of the audit process; and 
m) Enhance public awareness on revenue collection and utilization for improved service 
delivery. 
 
25 
 
4.4 Taxation of Emerging Digital Economy 
To progressively increase tax yields from emerging digital economy, the Government will: 
a) Leverage on technology to detect tax avoidance and enhance compliance of emerging 
business transactions on digital or electronic platforms; 
b) Regularly review the tax regime that apply to digital marketplace to ensure optimal tax 
collection while ensuring compliance with the international consensus o n taxation of 
the digital economy; 
c) Invest in continuous training of tax administrators  and other key stakeholders  on 
emerging technologies; 
d) Continuously review tax laws to align them with emerging technologies; and 
e) Collaborate with relevant stakeholders to enhance taxation of the digital economy. 
 
4.5 Personal Income Tax 
Personal Income tax shall be guided by the following guidelines:   
a) All income derived from or accrued in Kenya shall be subject to tax unless exempted under 
international agreements to which Kenya is party to; 
b) The aggregate income shall be taxed in accordance with a progressive rate structure; 
c) The PAYE tax bands will be reviewed and designed to provide for progressive taxation, 
and a tax-free threshold or personal relief; 
d) Savings for retirement benefit will be subject to exempt-exempt-exempt (EEE) method of 
taxation where (i) contributions to retirement benefits scheme shall be  deductible subject 
to the set threshold, (ii) investment income of the retirement benefits scheme shall be  
exempt from taxation, and (iii) pension payments from the retirement benefits scheme shall 
be exempt from taxation.   
e) Review all income tax reliefs such as personal, mortgage, and insurance reliefs every five 
years;  
f) Review all thresholds and the tax bands every five years for inflation adjustment; and 
g) Periodic studies will be undertaken to inform review of the progressivity of the tax band 
and optimum level of taxation to avoid a Laffer Curve effect. 
 
4.6 Corporate Income Tax 
Corporate Income Tax shall be guided by the following: 
a) The tax base for corporate income tax shall include all revenues sourced in Kenya on an 
accrual basis regardless of whether derived from business or any other activity; 
 
26 
 
b) In the computation of taxable income from a business, deduction shall be allowed in respect 
to any expenditure incurred wholly and exclusively for the purposes of generating th at 
income;  
c) The capital deductions allowable shall not exceed 100 percent of the actual cost of the 
investment or the asset; 
d) There shall be a single corporate tax rate ; No preferential tax rate shall be granted. 
However, where a preferential rate is granted for specific government policy objectives, 
the tax rate shall not be lower than 50% of the general rate of corporation tax;  
e) Exemption, if any, from income tax shall be provided in the Income Tax Act only; 
f) Repatriated profits for non-residents operating in Kenya through permanent establishment 
shall be subjected to tax at a rate equivalent to that charged to dividends paid to non -
residents; 
g) There shall be a simplified method of taxation of income in cases of inherent difficulty in 
collection and tax administration on some sectors;  
h) There shall be a withholding tax on payment for some services and some income such as 
dividends, royalties, and interest payment;  
i) The investment allowance shall be spread over the period specified under the Income Tax 
Act;  
j) The method of calculating the investment allowance shall be the straight-line method; and. 
k) Periodic studies will be undertaken to inform review of the tax rates, tax incentives and 
optimum level of taxation to avoid a Laffer Curve effect as well as taxation of income from 
Gaming, Betting and Lotteries. 
 
4.7 Capital Gains Tax 
Studies will be undertaken to inform taxation of capital gains from transfer of property with 
international best practice including the tax rate to be charged on the gain and also how to 
address the inflation effect in the taxation of the gains. 
 
4.8 Value Added Tax 
VAT shall be guided by the following guidelines:   
a) The tax base for VAT shall be the domestic consumption of all goods and taxable services;  
b) Exemption from VAT will be based on consideration of compliance and administration 
costs or need to provide incentives to investors or cushioning the Kenyans from economic 
shocks;  
 
27 
 
c) VAT shall be charged at all stages of production and distribution, including  at the retail 
stage;  
d) There shall be a general VAT rate; 
e) Despite paragraph (d) above, the government may provide for a lower VAT rate than the 
general rate to cushion the economy against shocks occasioned by global trends leading to 
adverse effects of price increase of these products; 
f) No exemption or lower -than-standard rate of VAT shall be provided to any person on 
distributional consideration; 
g) All goods or taxable services for export shall be  taxed at a rate of  zero to promote 
competitiveness in the international market and in accordance with destination principle1;  
h) All goods or taxable services shall be charged VAT whether they are imported or produced 
locally;  
i) There shall be a threshold of the value of taxable supplies beyond which a person will be 
required to be registered and charge VAT;  
j) The VAT threshold shall be reviewed from time to time to align it with the prevailing 
economic situation;   
k) Voluntary registration for VAT may be allowed for a person who has not met the prescribed 
threshold;  
l) Supplies of vatable goods or services may be required to be registered for VAT irrespective 
of the threshold; 
m) The Government may put in place information technology system to facilitate enforcement 
of compliance with the VAT Act; and. 
n) Periodic studies will be undertaken to inform review of the tax rate, tax incentives and 
optimum level of taxation to avoid a Laffer Curve effect. 
 
4.9 Excise Duty 
Excise Duty shall be guided by the following guidelines:   
a) The imposition of excise duty shall be based on the destination principle;  
b) Excise duty shall be charged on goods and services with negative externalities to 
discourage consumption due to their harmful nature and negative impact on health of the 
 
 
1 Destination principle in regard to VAT means charging VAT on goods or taxable services at the jurisdiction of   
final consumption of the goods or the taxable services. 
 
28 
 
consumer, environment, and the social evils that are caused by excess consumption and 
use of such goods and services;  
c) Despite the general principal of charging excise duty, specified under paragraph 4.9(b) 
above, excise duty may be charged on any other goods or services primarily for raising 
revenue;  
d) The specific goods and services subject to excise duty shall be as provided for in the Excise 
Duty Act; 
e) The rate of excise duty shall be either ad valorem, specific or both; 
f) In determining whether to impose specific or ad valorem rate of excise duty, consideration 
shall be made to ensure no undue advantage is conferred to any category of goods; 
g) Excise duty paid on raw materials used in the manufacture of excisable products shall be 
offset against the excise duty payable on the finished goods; 
h) Excise duty shall not apply to the goods or services supplied to persons with privileges and 
immunities in accordance with international agreements and conventions, where Kenya is 
a party;   
i) All exemptions or variation of excise duty rates on goods or service s hall be provided in 
the Excise Duty Act; 
j) Manufacturing, or supply of excisable goods and services shall be undertaken by a 
licensed/registered person; 
k) In the review of the excise duty rates or the structure of the excise duty regime the 
Government shall engage stakeholders;  
l)  The Government may put in place information technology system to facilitate enforcement 
of compliance with the Excise Duty Act;   
m) Periodic studies will be undertaken to inform review of the excise duty rate, tax incentives 
and optimum level of taxation to avoid a Laffer Curve effect;  
n) The Government may dedicate part of excise duty revenue for use in the mitigation of the 
negative effects to the society emanating from consumption of goods or services subject to 
excise duty; and. 
o) Studies will regularly be undertaken on tax structure of excisable goods and services  
including excise duty on Gaming, Betting and Lotteries  to determine the optimal rate of 
tax. 
 
 
29 
 
4.10 Fees and Levies 
Government will regularly review fees and levies imposed by National Government. To implement 
this the Government will develop a framework for imposition of fees and levies . The framework 
may take into account the need to protection local industries, provide for certainty and 
predictability of the business environment as well as raising revenue.  
 
4.11 Customs Administration 
To enhance customs administration, the Government will: 
a) Ensure u se of modern technology and enhance automation of customs procedures and 
processes; 
b) Continuously review the adequacy of the border posts/entry points for effective border 
management; 
c) Continuously build capacity of staff on customs matters; 
d) Enhance stakeholder education and awareness on custom processes; 
e) Enhance cooperation between custom administration and MDAs; 
f) Cooperate with neighboring countries for establishment of more one-stop border posts; 
g) Enhance customs-to-customs cooperation to ensure exchange of information. 
h) Enhance monitoring of transit  cargo, transfers and exports  to curb transit or transfer of 
cargo diversions; 
i) Adopt strategies to continually address emerging trade patterns/trends such as cargo 
consolidation and trade agreements; and 
j) Enhance measures to detect and deter illicit trade. 
k) Subject any amendment to the East African Community Customs Management Act and 
East African Community Common External Tariffs to stakeholders’ consultation and 
approval by the National Assembly.  
 
4.12 Tax Administration 
The following policy guidelines shall apply to Tax Administration:  
a) The tax administration shall enhance access to mechanisms of registration and the 
registration of all potential taxpayers; 
b) The tax administration shall leverage on technology to facilitate registration and 
categorization of registered persons as per obligation and segmentation of sectors for ease 
of administration; 
 
30 
 
c) There shall be continuous capacity development in revenue administration through training 
of staff, acquisition of equipment and technology to deal with emerging tax issues;  
d) Review guidelines on tax offset or refund processes with a view to making the process 
effective and efficient; 
e) Enhance automation of tax refund process through integration of tax and customs 
administration systems; 
f) Progressively adopt a unified system for collection of taxes, fees and levies for the National 
and County Governments; 
g) Enhance collaboration in revenue mobilization and information sharing between the 
National Government, County Governments and MDAs;  
h) Continuously enhance the system to facilitate registration or deregistration of taxpayers ; 
and 
i) Automate process of tax exemption to enhance efficiency, transparency and accountability 
in exemption processing.   
 
4.13 Tax Dispute Resolution  
To address the challenges with tax dispute resolution, the Government will: 
a) Review the tax dispute resolution process es to reduce the cost and time for disputes 
resolution;  
b) Establish a technical committee to deal with public and private rulings on a regular basis;  
c) Provide for autonomy of the out of court or out of Tax Appeals Tribunal process of tax 
dispute resolution;  
d) Establish a high court that will specialize on tax matters; and  
e) Enhance capacity for the Judiciary to deal with tax matters. 
 
4.14 International Taxation and Tax Treaties  
To progressively address tax malpractices, provide clarity, predictability and coherence  to 
international tax laws relating to cross border transactions, the Government will; 
a) Develop rules in line with international best practice to address base erosion and profit 
shifting risks; 
b) Enhance capacity of tax administration in dealing with cross border transactions and 
transfer pricing;  
 
31 
 
c) Coordinate with other tax jurisdictions to address issues on taxation of cross border 
transactions; 
d) Negotiate bilateral, multilateral, regional and international tax agreements with regards 
to avoidance of double taxation, C ustoms duty and fiscal evasion guided by the 
following principles: 
i) Analysis of the benefits vis-a-vis costs to achieve beneficial outcome to 
Kenya; 
ii)  Existence of significant trade between the two countries; 
iii) The prevention of tax evasion and discrimination;  
iv) Certainty and simplicity in addressing cross border activities; 
v) Partnerships in conducting joint tax audits with other jurisdictions where 
such agreements are in place; 
vi) The impact of domestic legislation in the implementation of treaties 
(Limitation of Benefit Clauses); 
vii)  Opportunities for mutual and technical assistance in capacity building; 
viii) Exchange of information and the collection of taxes; 
e) Periodically review DTAs to align with international best practice;  
f) Engage in bilateral and multilateral initiatives in building an international consensus on 
new and innovative international taxation tools;  
g) Develop a legal framework and infrastructure to facilitate automatic exchange of 
information and country-by-country reporting;  
h) Domesticate international best practice arrangements to deal with base erosion and 
profit shifting; and  
i) Upon completion of the negotiation DTAs shall be submitted to the National Assembly 
for ratification in accordance with the Treaty Making and Ratification Act, 2012 as well as the 
Statutory Instruments Act, 2013. 
4.15 Predictability in Tax Rates and Tax Bases  
The Policy aims at providing a framework to guide, to a reasonable degree, predictable and 
sustainable rates of tax as well as widening of the tax base. To achieve these objectives , the 
Government will undertake: 
a) Comprehensive review of tax laws every five years to align with other Government policies 
and international best practice; 
b) Stakeholder engagement during review of tax laws and assess ment of the impact of the 
proposed changes on tax revenue and investment;  
 
32 
 
c) Periodic review of the tax laws to keep abreast with emerging trends in the business 
environment and the Government’s agenda; and  
d) A review to address emergencies, pandemics or natural disasters at any time such cases 
occur. The existing tax legislation and administration will be reformed to align with this 
Policy in a phased manner.  
For this purpose, Government alongside this Policy developed a four-year Medium Term Revenue 
Strategy (MTRS) covering the period 2024/25 - 2026/27 that contains specific reform measures 
necessary to move towards a modern tax system which will significantly enhance revenue 
mobilization.  The MTRS will improve the predictability of tax rates thus facilitating investment 
decisions. 
 
33 
 
CHAPTER FIVE 
 
IMPLEMENTATION FRAMEWORK 
This Chapter outlines the implementation framework  as well as the roles and responsibilities of 
various actors in implementation of this Policy. The Government will ensure effective coordination 
of key players and stakeholders for the attainment of the policy objectives.  
Different aspects of the Policy will be implemented by various actors including National and 
County Government s, Departments and Agencies.  The National Treasury shall establish an 
independent Committee to coordinate the implementation and reporting of the Policy. The table 
below specifies the key institutions identified in various sectors and their specific roles  in the 
implementation of the Policy. 
Institution Roles and Responsibilities  
The National Treasury   
 
• Take lead in; 
a) Implementation of the Policy. 
b) Streamlining existing and future tax laws for 
coordinated implementation. 
c) The comprehensive review of the Policy 
d) Sensitization of stakeholders on the Policy 
• Monitor the implementation of the Policy 
• Liaise with the Judiciary for the establishment of a tax court as 
an independent body to adjudicate tax matters. 
• Administer and monitor tax expenditures programme; and 
• Take lead in public participation on tax proposals.  
The Kenya Revenue 
Authority  
 
• Administration of tax laws in line with the Policy. 
• Conduct taxpayer’s education and awareness on tax matters. 
• Provide feedback on the implementation of the Policy 
• Establish a system for prevention, detection, and deterrence of 
tax malpractices. 
• Liaise with bilateral and multilateral institutions on tax matters. 
• Advising the National Treasury on  matters relating to  the 
implementation of the Policy 
• Ensure requisite capacity for effective tax administration in line 
with the Policy; and 
• Sensitization of stakeholders on the Policy. 
 
34 
 
County Governments  
 
• Comply with the Policy and tax laws; 
• Collaboration with National Government in the implementation 
of the Policy; 
• Facilitate integration of county revenue administration  systems 
with the tax administration system s of the Kenya Revenue 
Authority; and 
• Provide relevant information to the tax administration to 
facilitate tax compliance. 
Ministries, 
Departments and 
Agencies  
• Comply with the Policy and tax laws; 
• Collaboration with  tax and customs administration in  the 
implementation of the Policy;  
• Collaboration with the National Treasury on review of tax laws 
in the implementation of the Policy; 
• In collaboration with  tax and customs administration , build 
capacity of staff on tax matters in line with the Policy; 
• Support entrenching a   tax paying culture in persons through 
the education and training systems; and 
• Collaborate with tax and customs administration  through 
systems integration and information sharing for tax base 
expansion. 
Legislature  
 
• Support public participation on Bills for the implementation of 
the Policy;  
• Enhancement of a tax paying culture during stakeholder 
engagements; 
• Enactment of tax laws to support the implementation of the  
Policy; and. 
• Vetting and approval of subsidiary legislations to support the 
implementation of the Policy. 
Judiciary  
 
• Resolution of tax disputes between tax administrato rs and 
taxpayers; 
• Interpretation of tax laws; 
• Establishment of a tax court; 
• Facilitate out of court tax dispute resolution  through the 
mediation process.; and 
• Facilitate capacity building of judicial officers on tax matters. 
State Law Office  • Provide legal advice on tax matters; 
 
35 
 
• Legislative drafting of tax laws to facilitate the implementation 
of the Policy; and. 
• Facilitate approval of the Policy by the Cabinet.  
The National Police 
Service 
• Investigate non-compliance with the tax laws; 
• Recommend tax law offenders for prosecution; and 
• Apprehend tax law offenders to enforce the rule of law; 
Office of the Director 
of Public Prosecution  
• Prosecute tax law offenders; 
• Collaborate with the tax and customs administration on 
prosecution of tax law offenders; and 
• Appointment of prosecutors on tax laws offenders. 
Professional Bodies 
and Practitioners   
• Comply with the Policy and tax laws; 
• Provide tax advice to taxpayers to facilitate compliance; 
• Act in accordance with professional code of conduct and ethics; 
• Sensitize their members and clients on the Policy and legislative 
changes; 
• Provide inputs in the review of the Policy and tax legislations; 
and. 
• Facilitate training and capacity building of relevant stakeholders 
on tax matters.  
Media • Support tax education and awareness  in accordance with their 
professional code of conduct and ethics; and 
• Support entrenching a tax culture in society. 
Private Sector 
Associations and Non-
State Actors 
• Organize and mobiliz e community stakeholders  for public 
participation on tax matters; 
• Provide proposals and input on the tax  laws in line with the 
Policy; and 
• Collaborate with the tax and customs administration in tax 
education and awareness of their members.  
Taxpayers • Comply with the Policy and tax laws; 
• Provide feedback on tax administration services  on the 
implementation of the Policy; 
•  Provide proposals and inputs in the review of the Policy and tax 
laws; and 
• Provide necessary information or such other assistance as it may 
be required by tax and customs administration. 
 
36 
 
Academic and 
research institutes 
• Provide support for timely and topical research focused on tax  
matters.  
  
 
37 
 
CHAPTER SIX 
 
RISK MANAGEMENT, MONITORING AND EVALUATION  
6.1 Introduction 
This Chapter outlines the approaches that will be used for risk management, monitoring and 
evaluation in the implementation of the National Tax Policy.  
 
6.2 Monitoring and Evaluation 
The Policy will be implemented through strategies that will set out specific measures and the 
timeline for the implementation. Among the strategies   to implement this Policy is the Medium -
Term Revenue Strategies (MTRS). The implementation  will be tracked using  a set of key 
indicators outlined in the various policy implementation documents . The National Treasury will  
oversee and evaluate the Policy’s implementation, with a scheduled review  every 5 years or any 
other period as may be necessary, in consultation with stakeholders 
 
6.3 Risk Management 
The implementation of this Policy is pegged on proper risk identification, analysis and mitigation. 
Risk identification and analysis enabled development of possible risk mitigation measures meant 
to reduce the consequences or the likelihood of their occurrence.  
The National Treasury take the lead in the implementation of the risk  mitigation measures 
identified in the Policy. KRA, being the main implementer of the policy measures, will provide 
regular feedback on the challenges faced in the implementation.  Other stakeholders will be 
expected to provide feedback on the risks associat ed with the tax policy measures implemented  
over time.  
 
6.4 The Risk Register 
The risks that are likely to affect the implementation of the Policy have been identified and their 
likelihood, consequence and their severity analysed. Mitigation actions for each risk have been 
identified and together are presented in the Risk Register presented below. 
The risks identified during implementation of the Policy will be assessed and proposed mitigation 
measures recorded in the register to facilitate monitoring of the status of the implementation. The 
risk register will be updated regularly during the implementation of the policy  and shall contain 
the type of t he risk, the level  of the risk and the proposed mitigation measures as shown in the 
table below. The risk level will be classified as either high (H), medium (M) or low (L) depending 
on the likelihood of occurrence and severity. 
 
38 
 
 
Table 3: Risk Register 
 Risk Description Risk 
level 
Mitigation measure 
1. Capacity risk - Lack of sufficient 
capacity to implement the Policy 
H Continuous improvement of th e capacity 
and training in specialized skills and 
upgrade of systems and equipment.  
2. Compliance Risk  - Low tax 
compliance 
H • Continued taxpayer education; 
• Simplification of tax procedures 
targeting different categories of 
taxpayers; 
• Improve governance in tax 
administration; 
• Improve transparency; and 
accountability in the implementation of 
the budget.  
3. Legal Risk -Court cases relating 
to implementation of this Policy  
H • Public participation to create awareness 
on public policies identified for 
implementation; 
• Timely representation of Government by 
the Attorney General’s office;  
• Capacity building of the Judiciary on the 
proposed policy; and 
• Structured engagement with the judiciary 
to facilitate faster resolution of such 
cases. 
4. Political Risk  -Lack of political 
goodwill 
M Sensitization of the Members of Parliament 
and the Executive on the proposed policy. 
5. International commitments that 
are contrary to this Policy 
M Sensitize government  officers that  are 
involved in international negotiation on this 
Policy  
6. Lack of proper coordination  of 
the stakeholders required for the 
implementation of this Policy.  
M Convene M&E meetings for stakeholders to 
status of  implementation and outline 
measures to enhance implementation. 
7. Conflict of interest  - Different 
interests among stakeholders.  
M • Build consensus among stakeholders ; 
and 
• Adherence to the Leadership and 
Integrity Act, 2012. 
 
39 
 
 Risk Description Risk 
level 
Mitigation measure 
8.  Technology Risk -Technological 
advancement.  
 
H Continuous updating of the tax 
administration systems and review of tax 
policy to adapt the changing business 
environment. 
9. Natural Calamities – Mitigation 
measures implemented d uring 
natural calamities which are 
contrary to the Policy.  
H • Enhance the capacity of government 
department/agencies that deal with 
disaster management and preparedness; 
and. 
• Implementation of a Disaster Recovery 
Plan. 
10. Social, political and economic 
upheavals  
L • Enhance border security; 
• Uplift the livelihoods of low -income 
earners; and 
• Foster peaceful coexistence with border 
countries.",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
The Cost of Living Crisis for Urban Displaced People in East Africa: The Role of Inclusive Social Protection,Gharama ya Mgogoro wa Maisha kwa Watu Waliohamishwa Mijini katika Afrika Mashariki: Jukumu la Ulinzi wa Jamii Jumuishi.,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Climate-smart agriculture (CSA) is an approach to managing landscapes that addresses the interlinked challenges of food security and accelerating climate ...,N/A - Pending Fine-Tuned Model Inference,Oboremi borengete ebimeri biria bikoremereria ogoonchoka kwerire na egurargura  (CSA) nenchera erengete eyemo yokorenda oboamate bwemegondo obotobu bwemegondo yaito buna enchera eyemo yogoikerania omoigoto bwendagera naboigo  gosegeta rire ...,Agriculture
Mozambique takes a decisive step in HIV prevention with the introduction of Lenacapavir and the Biomedical Combination Prevention Guidelines,Msumbiji inachukua hatua madhubuti katika kuzuia VVU kwa kuanzishwa kwa Lenacapavir na Miongozo ya Kuzuia Mchanganyiko wa Kibiolojia.,N/A - Pending Fine-Tuned Model Inference,General
"By protecting livestock health and supporting families with cash transfers, FAO and partners will help 6 000 pastoral households survive the drought and preserve their resilience and dignity in the face of disasters and climate shocks.","Kwa kulinda afya ya mifugo na kusaidia familia kwa uhamisho wa fedha, FAO na washirika watasaidia kaya 6,000 za wafugaji kustahimili ukame na kuhifadhi ustahimilivu na heshima yao katika kukabiliana na majanga na majanga ya hali ya hewa.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
The county of Elgeyo marakwet has launched a special program with CNAP aimed at reduced the birth rate from 30% to 22%,N/A - Pending Fine-Tuned Model Inference,Ekaunti ya Elgeyo Marakwet yachakirie omoroberio obeen na CNAP orengete gokeania okoiborwa kwa abana korwa 30% goika 22%,Health
To contain the spread of COVID-19 @MOH_Kenya is leading the drive to fumigate Gikomba & Muthurwa markets towards #KomeshaCorona campaign To prevent Covid-19 wash your hands with soap & running water for at least 20 seconds Wash your fingertips and under your nails,Ili kudhibiti kuenea kwa COVID-19 @MOH_Kenya inaongoza harakati za kuteketeza masoko ya Gikomba na Muthurwa kuelekea kampeni ya #KomeshaCorona Kuzuia Covid-19 osha mikono yako kwa sabuni na maji yanayotiririka kwa angalau sekunde 20 Osha vidole vyako na chini ya kucha.,N/A - Pending Fine-Tuned Model Inference,Public Health
"Nairobi - Following successive Ebola and Marburg outbreaks across East Africa, countries are shifting how preparedness is defined, placing greater emphasis on the quality of clinical care delivered to patients.In recent …","Nairobi - Kufuatia milipuko mfululizo ya Ebola na Marburg kote Afrika Mashariki, nchi zinabadilisha jinsi utayari unavyofafanuliwa, na kutilia mkazo zaidi ubora wa huduma za kimatibabu zinazotolewa kwa wagonjwa.",N/A - Pending Fine-Tuned Model Inference,General
Nyeri (Kieni) County: Drought Early Warning Bulletin for January 2023,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame Januari 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Unlike acute heatwaves, chronic heat refers to sustained periods of elevated temperatures that can silently undermine health and wellbeing of populations and ecosystem as well as critical sectors such as transport, energy, agriculture and infrastructure.","Tofauti na mawimbi ya joto kali, joto sugu hurejelea vipindi endelevu vya viwango vya juu vya joto ambavyo vinaweza kudhoofisha afya na ustawi wa watu na mfumo ikolojia kimya kimya na sekta muhimu kama vile usafiri, nishati, kilimo na miundombinu.",N/A - Pending Fine-Tuned Model Inference,Health
School Health & Nutrition Facility Progress Report 2024 (August-December),Ripoti ya Maendeleo ya Kituo cha Afya na Lishe 2024 (Agosti-Desemba),N/A - Pending Fine-Tuned Model Inference,Health
"In the wake of covid -19 pandemic, the government rolled out the Credit Guarantee Scheme (CGS) for MSMEs in 2020 as part of the Economic Stimulus Program to support MSMEs access quality and affordable credit.",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
"If you you are getting sick with #COVID19, follow this step-by-step guide to prevent spreading the virus to others @CDCKenya @WHOKenya @UNICEFKenya @KNH_hospital @PDUDelivery @KEMRI_Kenya @SpokespersonGoK @RedCrossKe @EduMinKenya","Ikiwa unaugua na #COVID19, fuata mwongozo huu wa hatua kwa hatua ili kuzuia kueneza virusi kwa wengine @CDCKenya @WHOKenya @UNICEFKenya @KNH_hospital @PDUDelivery @KEMRI_Kenya @SpokespersonGoK @RedCrossKe @EduMinKenya",N/A - Pending Fine-Tuned Model Inference,Public Health
"Applications are invited from qualified Degree, Higher National Diploma (HND) and Diploma Holders for the positions of Vocational and Technical Trainers available in thevarious Technical, Vocational Education and Training Institutions as indicated","Waombaji waliohitimu Shahada, Stashahada ya Juu ya Taifa (HND) na Wenye Stashahada kwa nafasi za Wakufunzi wa Ufundi Stadi na Ufundi wanaopatikana katika Vyuo mbalimbali vya Ufundi, Elimu ya Ufundi na Mafunzo kama ilivyoonyeshwa.",N/A - Pending Fine-Tuned Model Inference,General
"Favoriser des systèmes alimentaires résilients, équitables et durables : Une synthèse du partenariat Cultiver l'avenir de l'Afrique (CultivAF) 2013-2023","Inayopendelea des systèmes alimentaires résilients, équitables et durables : Une synthèse du partenariat Cultiver l'avenir de l'Afrique (CultivAF) 2013-2023",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"National strategy document for ACSM (Advocacy, Communication & Social Mobilisation) launched.",N/A - Pending Fine-Tuned Model Inference,"Korosigwa kwa eripoti ase orogongo rwa Kenya ase ogokwanera, chinkwana na ogosegeta chinka",Health
Government to lauch daily exercises in a bid sustain health environment in all counties,N/A - Pending Fine-Tuned Model Inference,Eserekari gochakia chigosori chia kera rituko egosingerera obochenu ase chikaunti chionsi,Health
Jogoo House “B” Taifa RoadP.O. Box 300400-00100 Nairobi.,Jogoo House “B” Taifa RoadP.O. Box 300400-00100 Nairobi.,N/A - Pending Fine-Tuned Model Inference,General
This leadership in farming and elderly family can badly affect productive agriculture. This task force in agriculture...,N/A - Pending Fine-Tuned Model Inference,Ogtigara oko kwoboremi as ekegori na ekenyoro kegendererete kogota nebaise kogocha oboremi bwokwegendereria. Eki oboremi bogogesa gochia chinguru chibokoreri ...,Agriculture
Kajiado County: Drought Early Warning Bulletin for August 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
