English,Ekegusii,Domain,dup_target,encoding_ok
"TB alone. Get tested early enough to get cured free in the nearest health facility, Working together, we can eliminate TB from Kenya",Afya yao ney'eng'encho ase tore. Onde taiyo oganeire korwani TB ere bweka. Rengwa mapema onyore okogwenigwa kwa bosa ase enyomba enyagitari ere ang'e naye. Ase obomo nabo tokonyara gokora TB ime ya Kenya.,Health,False,True
Controlling diseases in your cattle is important. Learn how to prevent any disease occurrences in ypur farm and survive bad weather.,"Gotanga amarwaire ase etugo negento kiengencho. Soma buna oragarei oboremi, obokoreri, na buna orekongie ase eguragura.",Agriculture,True,True
National ACSM strategy introduced to promote nutrition messaging and public awareness across sectors.,Emeroberio yorogongo ase ACSM gochakia na gokinia amangana yokoragera okuya na obomanyi ase chinsagia ao ao,Health,True,True
"If you have any particular cases of corruption you need to report, please do so via email report@integrity.go.ke or call 1551.",onye kobwate ing'ana rinde rionsi rikobwaterania obokurumi noganetie koenana amang'ana aserirube riembeo @integrity. go.ke gose oake esimi 1551.,Governance,False,True
Caregivers should change diapers frequently and clean the baby's skin gently to avoid rashes and infections.,Abareri mbabwenerete kobaonchoreri abana ebitangachabu kera chingaki na gosibia amasankwa ya abana ng'oora nario batange amarwairea yerisankwa n'okoambokeria.,Health,False,True
The effects of substance use on the mental health of women can be influenced by various biological factors,Obobe bw'ogotumeka amariogo y'ogotindi ase afya y'obongo bw'abakungu nabo bokoretwa na amang'ana ao ao y'ororeria.,Health,False,True
This talk will explore the roles Governments and the private sector play in deploying DPI to advance agricultural practices.,Enkwana eye nerigie komanya eki eserikari egokora amo neki abanyabiasara ase okobeka DPI erio kogendereria chingencho chioboremi.,Agriculture,True,True
Monitor exam integrity 2023.,Bwatia komanya oboikeranu bwatemwa omwaka 2023.,Education,False,True
The sector is faced with poor market access by most famers especially those in remote areas due to inadequate infrastructure and information asymmetry. Uganda's ...,Ensemo eye nere nobokong'u ase ogosoa echiro gati ya abaremi abange mono kobua bari risabu ase engencho gotaba nechiara chingiya amo nechinyomba chibogachi bwerisegesa riabo na buna bakonyora amang'ana ase oboreng'ananu. Uganda's ...,Agriculture,True,True
Best farming practices aimed at reducing effects on climate change (CSL) and thereby increasing livestock yields and best environment use.,"Oboremi obuya borengete gokeania ogotasareka kwerire (CSL) nobwengencho gokonya gokeia embeo eria egosaria rire , naboigo gokinia pboremi bwetugo nebitoki, na enchera engiya yogotumia amasingira aito...",Agriculture,True,True
"A malaria vaccine tested in Kenya gains WHO prequalification, costing as low as Sh300, becoming the world's second vaccine on the global prequalified list.","Eriogo ria esindani y'ogotanga Esosera, riabeire rigotemwa ase Ense ya Kenya rianyarire goancherwa na goetigwa ase ekerengo egetang'ani na WHO. Nigo rikoonigwa sh.300, naende riabeire esindani ya kabere ase amariogo aria aetirigwe ase ekerengo ekio .",Health,True,True
Thousands attend blue caravan tours Nyanza region. Tour aims at educating Kenyans on good nutrition. Roadshow is partnership between RMS and Blue Band,Chirifu chia abanto gosanga ase omorobiri bw'orogendo erangi yerire oeogongo rwa Nyanza Orogendo oree ndorigetie gosemia abakenya igoro yokoragera okuya Amaorokererio apara nokobwaterana egati ya RMS amo na Blue Band,Health,False,True
Ensure teacher-student ratio 2025.,Rora nga enamba ya barimu neisaine abana bare ase esukuru 2025.,Education,False,True
"Educate yourself on mental health issues, so that you can be an ambassador of change, speaking against mental health stigma. Stigma & discrimination are major barriers to accessing mental health services. Choose to live an empowered life, fight the stigma.","Esemie ase amang'ana ya oborwaria bw'obongo, erinde obe omoteneneri bw'oboonchoreria, okonengeta ase amang'ana ya oborwaria bw'obongo. Okonengeta ne eyemo ase ebikongo ebinene ase abanto korigia korwarigwa oborwaire bw'obongo. Chora komenya obogima Bwe chinguru ,rwania okonengeta.",Health,False,True
A subsidy voucher is a delivery mechanism that provides farmers with access to agricultural ... market survey should be launched to probe the market in terms of ...,Omoroberio bweserekari gokeeria abaremi rigori riebinto bioboremi nechiro yerigesa rioboremi bwbo noganeirie goikeranigwa echiro yoboremi ase enchera ya —,Agriculture,True,True
We urge citizens to cooperate with security personnel as they perform their duties and use lawful channels to address their grievances.,Nigo togosaba abanainchi babweterane nabarendi boborendi chingaki bagokora emeremo yabo ase ogotumia chinchera chireo korwa okwemurunganania kwabo.,Security,False,True
Prepare for fees! Support schools by paying fees on time despite funding delays.,Eariganie ase bosa! Sira chisukuru ase ogoakana esukuru fisi nonya chibesa chiria esukuru ekoegwa neserikari chiachererirwe.,Education,False,True
Listeners win airtime by answering civic questions,Abategereri eredio baranyare koiraneria amaborio igoro yobogesaku mbaegwe ribaga goaka chisimi chiabo bosa koiraneria amaborio.,Education,False,True
"Join our outreach in Nandi County: raise awareness, promote ethics, and stand with us against graft.","Inchuo naintwe ase ogoikera abanto isiko gokwanerana aiga ekaonti yaito ya Nandi: manyia abanto, segeta chingencho chingiya, na tenena naintwe korwania obokengeka.",Security,False,True
Train on gender sensitivity 2021.,Somia igoro yamasikani ase abanto bonsi omwaka 2021.,Education,False,True
Democracy clubs must meet weekly – Ministry directive effective immediately!,Ebiombe biokoegerera obogambi obuya goika bikoreke kera ewiki buna yachikirwe nominisita bwechisemi gochaka kegima!,Education,False,True
Agricultural insurance protects against risks like pest outbreak. Learn about available insurance products for poultry and how to access them.,Oboremi boteneneire na ekeombe kegokonya chingaki amakonde gose ebichuni bikorenta amarwaire ase oboremi . Learn about available insurance products for poultry and how to access them. Egera igoro ebiombe ebio biogokonya oboremi bwechingoko na buna orabaikere.,Agriculture,True,True
All medications should be kept out of reach to prevent accidental poisoning in children.,Amariogo onsi abekwe are na abana gotanga okonywega gotaganeirie,Health,False,True
Mental health counselors deployed to 500 secondary schools.,barimu bebirengererio nokweiranana batomirwe ase chisukuru chiesekenderi 500.,Education,False,True
All schools get Ksh 5M for science lab upgrade – apply before Dec 5!,"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chinyomba chiobosayansi, toma ogosaba kwao nyuma yechitariki 5 chiomotienyi 12",Education,False,True
Ministry of Health starts contact tracing to quarantine persons who interacted with the first case of Monkeypox in the country,"Ewizara yoborwaria yachakire korigia na korusanania abanto baikanete ang'e nomonto omotang'ani korwara oborwaire bwa Monkeypox, ime ase ense yaito",Health,True,True
Prevent exam leakage 2020.,Tanga oboibi bwa amatemwa omwaka 2020.,Education,False,True
Differentiate your egg business by branding and packaging. Learn basic rules on patent and successful sales strategies.,Atanana amgena echingoko chiao ase echiro goetera okoyabeka ekamanyerrerio gete buna enchera eyemo yomonguso ase abagori. identity. Egera buna orabeke ekemanyererio ase amagena echingoko chiao na ayarengete oboonia oboikeranu.,Agriculture,True,True
Breast feeding mothers should milk their milk and keep it safe to enable the child have milk to feed on while its mother is away.,Abàngina bakogonkia nabo bagokàma àmabere na koyagacha buya erio omwanà abe namabere yokogonkigwa ekero mama omwabo atari an'ge,Health,False,True
"Harness renewable energy like solar for lighting needs like powering water pumps, lighting, or storage facilities.","Tema gotumia chinguru chierisase buna solar koreta oborabu nyomba, goaka amache gochia etangi, gose korenda chindagera gotagunda bwango.",Agriculture,True,True
Europe has continued vaccination on sheep herds to prevent them.,Ense ya UK negenderete kobeta chisindani etugo yechingondi buna enchera eyemo yokorenda chiombe.,Agriculture,True,True
Mothers are advized to breast feed their infants for for the first three months without any food supliments. Breast feeding benefits the child with all the required minerals and safety than any other foods.,Abang'ina nigo bakoborigwa kogonkia abaana babo amabere oka ase emetienyi etano nomo batari kobaa amache gose endagera. Okogonkia nigo gokoa omwana amadini onsi amo na oborendi atakageire gotwara.,Health,False,True
Update exam policies 2021.,Onhoreria amachiko amatemwa omwaka 2021.,Education,False,True
"Solar-powered water pumps offer a clean, reliable way to irrigate your bananas, reducing reliance on diesel or manual methods.",Chiinchini chia ogoaka amache chigotumia chinguru chierisase nenchera eyemo engikeranu gosiarera amache ase amatoke ao ekiagera egokeania gotumia amaguta ediseri goge chinguri chamaboko.,Agriculture,True,True
"Information on access to markets, factors of production including land and financing remain extremely limited hindering adequate engagement of the youth in ...","Amang'ana igoro yosoa echiro, ayarengete rigesa, a omogondo buna oraikere amakobeso yoboremi naremete mono kegima ayio agochire omorroberio bwogokwanera abasae ...",Agriculture,True,True
Connect to learn! Provide free Wi-Fi in schools.,Bwatana na abana bari bagosoma! Karwe omoroberio obosa bweintaneti ase chisukuru.,Education,False,True
Educate parents! Teach FGM risks to protect girls.,Somia abaibori! Basomie igoro yobobe bwogosara abana abanyaroka erio babarende.,Education,False,True
"After floods, disinfect homes to prevent mold and diseases. Wear protective gear during cleanup.","Nyuma yetoigo, siarera omochie ariogo riogoita abinyinyi gotanga amatosi namarwaire. Beka chianga chiogwetanga gotonyerwa neriogo.",Security,False,True
"Managing risks in apiculture requires planning. Learn strategies for diversification, contracts, and coping with specific risks like livestock disease.","Erio gotanga obokongu bonde bwonsi buna ogochaka obotugi bwechinchoke. Egera igor yokagarei oboremi bwao, obokoreri, na ogwekomereria ase asara echinde chionsi buna amarwaire yetugo",Agriculture,True,True
Don't use 'Mothers maiden name' for security questions! Use a fictional answer.,Tobaisa gotumia erieta riorera ria mama omino buna ring'ana ria riobobisi bwesimi gose ekombiuta. Tumia erieta riokwebaka orayare koinyora.,Security,False,True
"Yields, involving trees to control pests and diseases, using push- pull technology, mulching and spraying insecticides. However, consensual steps are necessary ( inside CSPM, nevertheless..)","ebomeri, gotumia emete yarosana ende goseria ebichuni na amakonde mogondo korengana nogoonchoreria kwerire, gotuba omogond nonyansi gose eubi erio riroba ribe nobonyiu, na gosiartera erigo ase ogorema. Nonya nogo, omoroberio oyo nonya ore omuya nore nerigori goikaraniagwa (gati ya CSPM, korende...",Agriculture,True,True
The Ministry of Education partnered with Huawei to launch digital skills training for 5000 TVET students across Kenya.,Eminisitiri yechisemi yabwatanire partnered with Huawei na goansa amasomo igoro ochusi yegedichitari ase abana 5000 ba TVET Kenya engima.,Education,False,True
"Free revision camp for 20,000 KCSE candidates starts Dec 1 – register now!","Okonyorana amo kwa abana besekenderi baria bagochia gokora amatemwa (KCSE) 20,000 ngochaka kere etariki 1 yomotienyi 12, erike bono!",Education,False,True
Provide aids! Supply sign language tools for deaf students.,Karwe ebinto biria bigokonya abana abaremaru! Karwe bikworokereria chisaini ase abana emeuko.,Education,False,True
Free sanitary towels delivered to all public schools – principals must distribute today.,"Chitauri chiria abana abanyaroka bwagwetubera chingaki chiomotienyi chiairirwe ase chisukuru chionsi chieserikari, schools abarimu abananene goika bachibage rero.",Education,False,True
NPS dismissed a viral terror-warning poster as a hoax and urged the public to verify information before sharing.,Ekeombe keria ekenene kia abasikari (NPS) yakanete amangana igoro yokogosereria goetera eintaneti ng'a ebibago ngoaka biarenge epomu na gosaba abainchi koenekia amangana aya ase aruwete nyuma batarasareria.,Security,False,True
Courts will continue to handle certificates of urgency and taking plea for serious cases.,Ebigambero biagendereire kobwata chisatibigeti chiobwango na korwa ebirero ase ebina ebinene,Health,True,True
"... digital financial services, climate-smart agriculture and other digital tools that make agricultural value chains more efficient and inclusive.",Oboererania bwechibesa as embeo amo na chisemi chioboremi goeteratekinorochia yegedichitari borengete bobwata embeo egosaria rire nechisemi chinde na okobwaterana rio oboremi bobe oboikeranu kegima….,Agriculture,True,True
Save water! Teach students water conservation in drought-prone areas.,Gacha amache! Somia abana buna bakogacha amache chingaki chiegurargura ase chingongo chiria chinyomo.,Education,False,True
Kenyan Ambassador to Rwanda Philip Githiora urged Kenyan citizens registered as voters who live in Rwanda to use the opportunity to verify their details,omoambaseda okenya gochia ase ense ya Rwanda philip Githiora orure okoboria gochia ase baria berigetie buna abaaki chikura bamenyete ime ya Rwanda koenekia nga koira bare ribaga erio koenekia ayabarigete boyia.,Governance,False,True
IEBC launches digital voter education app – download now on Google Play.,"Ekeombe keria ekenene getenererete chikura (IEBC) gosomia abanto igoro yogoaka chikura goetera egedichitari, nyora ayio goetera Google Play.",Education,False,True
Health centers are offering free iron and folic acid supplements to all pregnant women to prevent anemia and birth defects. Visit your nearest facility today.,Ebitaseni bi'obogwenia bono nkoenana bire amadini y'echuma na foliki ase abang'ina bonsi bebwateranetie erio gotanga Anemia/ogokeea kw'amanyinga omobere na gotanga oborema bw'okoiborwa. Tarera egetaseni ki'obogwenia kere ang'e naye rero.,Health,False,True
NGEC campaigns for women — TMs representation in county assemblies.,Omoroberio omonene bwokobeka chinguru chierisase (NGEC) ngosira ere kobeka abang'ina chinguru korora ng'a enamba yabo ase obogambi bwechibunge chiekaonti yakinire.,Education,False,True
"Drugs and substace abuse is a bad habit that can contribute to suicide, because drugs and substance abuse increase mental burdens in your health and in decision-making. The fight against drugs and substance abuse as thiose contributing to self suicide, and also reduce the immunity f the body including mental health","Ogotumeka okobe kwa amariogo y'ogotindi ne ringana ribe riranyare komenta obobe bw'ogweita, egekogera chingaki chinginge nigo akomenta obokong'u ase obongo na gosari obonachi. Ogokinana nobotumeki bobe amarua na amariogo nabio bigochangera ensemo enene yogweita naboigo gokeania obuya bw'eafya y'obongo.",Health,False,True
The government has directed wearing of masks as a prevention measure in the fight against Covid 19,Eserekari yarure ogochika kobeka chimaski buna ense egendererete korwani omorindo o 6 o Covid-19,Health,True,True
Install waterproof devices on all electrical sockets in the home.,Beka egento kegotuba aase esitima egosokera korwa buna esoketi nnka bwoo.,Security,False,True
"Prolonged drugs and substance abuse interfers with your capcity to work and make you forgetful and to make decisions, and incapacitates your capacity to do your daily work",Ogotumeka kwa amariogo y'ogotindi ase chingaki chintambe nabo agosaria okomanya obokori egasi emeremo buna okoinyora na gokora okonacha koramente obokongu bwa afya yobongo na gosaria obokori bw'emeremo ya kira rituko.,Health,False,True
"Climate-smart agriculture is an innovative approach to make agriculture more productive and sustainable, increasing efficiency and building resilience to ...","Omoroberio bwoboremi borengete ebimeri biria bikoremereria ogoonchoka kwerire na egurargura nomoroberio omoyia orengete gokinia rigesa nebitoki as enchera yokwegendereria, ierio kogesa oboikeranu na ogwetenera erio...",Agriculture,True,True
"The big coordination committee, to strengthen Kenyas promises on food trade, food assistance and development pathways","Ekomiti enene yokobwaterani, gotingia chiira chia Kenya igoro ya oboonchereria ase chindagera, obokonyi bwe chindagera nechingecho chiokogenderera",Health,False,True
Videos show how youth practice civic actions,chisinema echi nigo chikworokia buna abasae bakwegera gokora emeremo ase ebinyorobiabo.,Education,False,True
Manyatta MP Mukunji urges transparent IEBC selection to safeguard election integrity,Omochumbe omanyatta Mukunji osabire obwasiore ase ogochorwa ase IEBC erio korenda amasikani yekeombe kiobochori nechimbebe ase obochori,Governance,False,True
Gov't orders Mama Mbogas to stop chopping vegetables for customers over COVID-19 fears,Eserekali yatebiririe mama mboga gotiga gokenyeri abanto ching'eni ase eng'encho y'obwoba bwa COVID-19,Health,False,True
Training delivered to Anti Terrorism Police Unit officers to strengthen ideological awareness and operational skills under the national CVE framework.,Amasomo arwetwe ase abasikari bari batenererete gotanga ogwateka gwechipomu gokongia chinhera chikomanya ebirengererio biogosari obongo na buna oranyare gotanga ayio goetera amachiko yokorwania gotanga gosarigwa obongo.,Security,False,True
Several Kenyans have reported scam calls claiming to be from international couriers requesting customs clearance payments. Confirm such calls with KRA or the courier directly,Abakenya abange banyorire chisimi korwa ebobagp bikobasaba chibesa gose kobaa amanga igoro yabo korwa abakweroka buna baria bagokora emeremo yobobogoria emesigo korwa chinse chia isiko mbare nomosigo oo abae chibesa chiogoetia omoesigo iyio erio bagokonye. Koranyore esimi yengencho etye manyia office chia chiebango (KRA) gose ekambani eyio bakogotebi.,Security,False,True
Demand accountability! Ensure transparent school fund management.,Segeta oboteneneri obuya! Rora ng'a chibesa chiesukuru mbuya chigora emeremo.,Education,False,True
Study demonstrates that adoption of community policing in Nairobi significantly improves service delivery and police accountability,Amasomo aorokirie ng'a goitabwa kwoborendi bwenyoro nabanyene aaria Nairobi yakonyire kegima emeremo yokorwa oborendi ase oboikeranu.,Security,False,True
Gachagua Urges International Community to Pressure President Ruto Over IEBC Appointment,Gachagua orure okoboria gochia ase obomo bwechinse chia isiko komobetereria omonene bwense William Ruto igoro yogochorwa IEBC.,Governance,False,True
"Hastenning market access and basic infrastructure : invest in basic infrastructure in villages, like access roads and cold storages and announce digital platforms..","Goikerania enchera yogosoa echiro amo nobogachi obuya bwerigesa: Ikerania chinyomba chiokogacha endagera amo nobobogoria korwa mogondo, chipara chingiya nechinyomba chiobokendu ase okogacha chindagera, na gokonyia omoroberio bwokoererania chisemi ase embeo...",Agriculture,True,True
"Cerfical cancer is treatable once discovered one month early, lets unite to to amplify awareness, promote research and plans to prevent it","Kansa yenchera yoroiboro nensemo eyemo egotangeka kero yamanyiru kendabu Omotiènyi oyoiga, tobekane amo komenta obomanyi, gosegeta oboringoria nemeroberio yokobotanga na okomanya ritangani mbuya",Health,False,True
The Ministry of Public Service reminds job seekers that all internship postings are free to apply for. Avoid anyone asking for bribes or airtime in return,Eminisitiri yobokoreri bwabanto nkoinyoria are abakorogia egasi nga baria bakorigia gosoa ase okwegera mono igoro yamosomo abo nigo agwancherwa na gosoa bosa. Kana monto onde bwensi oragosabe riaki.,Security,False,True
"On the recruitment day, candidates must report to designated centres by 8am with the original and copies of their academic certificates, ID cards, birth certificates, and, where applicable, NYS discharge certificates with at least a 'GOOD' conduct rating.","Rituko riria riokwerika, baria bakorigia chikura goika bemanyie ase chisenta chiria chiogoaka chikura chinsa ibere chia mambia ama nechisatifiketi chiabo buna basomete, Ekebande kiabo, Ekebande giokoiborwa, na ase ekonyarekana, esatifiketi yamasomo korwa ekeombe kiobokoreri bwa abasae (NYS) gekworokia buya buna ebikoru bioyio bire.",Governance,False,True
KICD signs agreements with private ed-tech firms for co-development and distribution of digital learning content.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) baigwananire nabanyabiasara ase emeroberio isiko yeserikari okorokwa ed-tech firms korosia na kobaga ebinto biogosomera goetera ientaneti.,Education,False,True
More teachers! Support hiring in underserved regions.,Abarimu abange! Sira omoroberio bwogomboa abarimi chingongo chiria chitari goikereka kebwororo gose konyora obokoreri bweserikari buna ebwenerete.,Education,False,True
"Get practical tips for successfully selling your maize to processors, including preparation, presentation, and negotiation strategies.","Nyora okomanya kwabeene ase okoonia ebituma biao gochia ase baria bakobionchoreria chinchera aoa ao, na kobirosia, kobomanyekania, nenchera yokobiakera rigori.",Agriculture,True,True
Linking directly with food processors can offer stable markets. Learn how to meet processor requirements for meat.,Okobwaterana na baria bakorosia rigesa koba chinagera ao ao nenchera engiya ase echiri yabotambe. Egera buna oranyare goikera abanto abwo na amachiko abo yenyama.,Agriculture,True,True
Use security bars or grilles on vulnerable windows and doors.,Sambereria egiriri ase chitirisa nemerangu gochikong'ia.,Security,False,True
TSC emphasizes the importance of Information and Communication Technology (ICT) integration in teaching and learning processes,Ekeombe ekene kia abarimu (TSC) kiabekire oborito ase etekinorochia yamangana na koererania (ICT) ase emeroberio yamasomo nenchera yogosomia.,Education,False,True
A legal ruling confirmed IPOA's exclusive authority to investigate police misconduct and rejected attempts to limit its jurisdiction.,Okonacha gwekoti nkwaete ekeombe keria gietenererete kia abasikari (IPOA) chinguru chiogotuka buna abasikari bagokora bobe na kwanga ogosaba ng'a chinguru chiabo chikeanigwe.,Security,False,True
100% transition policy: No child to repeat Class 8 from 2025.,Richiko riogotamboka gochia ayio emia ase emia: Mwana onde tari orairore ekerasi kia 8 korwa omwaka 2025.,Education,False,True
Keep medicines and chemicals out of children's reach to avoid accidental poisoning incidents.,Beka amariogo mo nebinto biria bionsi bire hatari ase abana are korwa ase bare buna enchera eyemo yogotanga abana konywa chisumu ase egesio ekebe.,Security,False,True
"Auction yards attract criminals. Use licensed yards, verify buyers, and maintain registers.","Ase ebinto bigoakerwa omonada nigo akongusa ebibago. Akera omonada aase aitabire neserikari, rigereria buya abagori baino, na gacha buya amariko buna ogoaka omonada ebinto ebio.",Security,False,True
Read to succeed! Ensure every student has textbooks.,Soma erio oikrania! Rora nga kera omwna nabwate ebitabu.,Education,False,True
"Support education! Communities, fund school fees.","Sira chisemi! Ebinyoro, konya korwa esukuru fisi.",Education,False,True
Promote peace! Use school forums to resolve student conflicts.,Segeta omorembe! Etera emeroberio yechisukuru koumeranana gokwanera ogotaigwanana gati yabana.,Education,False,True
"If you are not feeling well, you have fever or coughing, please call a toll free line 719, or send a mweessage to *719#","Onye koigwete bobe omobere, obwate rikuba gose ogokorora, gaki aka esimi gochia 719 gose otome riuko gochia *719#",Health,True,True
"Share: Access to Information: Application for Reflective Plates In implementation of the directive by the Chief of Staff and Head of The Public Service, all Ministries, Departments and Agencies are required to log in to their accounts through http://serviceportal.ntsa.go.ke to make the application for reflective plates.","Sanga: Nyora amang'ana: Ogasab chinamba chiria chikomesa ase ehesunte chiechirori ase ogoikerania ogochika kwa kwa chiwizara chionsi, nechinsemo chiabo chinke na chiria chikobwaterana nachio nchiganeirie gosoa ase chiakaonti chiabo chientaneti goetera http://serviceportal.ntsa.go.ke erio gotoma ogosaba kwabo konyora chinamba chiechirori chiabo chiria chikomesa ase egesunte.",Governance,False,True
"We call upon all stakeholders political leaders, candidates, and citizens to exercise restraint, demonstrate respect for law and put the interest of the nation above all else.Let us remember: Elections are not a battle of might, but a contest of ideas.","Nigo tokoboria abarai bonsi begesiasa, baria bakorigia chikura, na abaninainch babe abatoereru, borokererie gosika richiko na kobeka okogania kwa abanto igoro ya kende gionsi.Tiga toinyore: Chikura tari esegi, tari okobetererigwa, chinguru,okogosereria gose ning'o ore nechinguru kobua oyonde, korende okoamemeraria kwebirengererio.",Governance,False,True
Public warning: There are no County Government jobs offered via agents in town. Anyone asking for a facilitation fee is running a scam.,Ogokurerwa kwa bonsi: Meremo teiyo yechikaonti okorugwa goetera abaachenti abwo emechie gose chitaoni. Onde bwensi ogosaba chibesa chiokomokonya agokorere ayio noboibi maiso marore.,Security,False,True
To attain good markets: strengthening farmer groups from digital trainings and sales and reach good agricultural markets..,"Goikera echiro engiya: Gokong'ia obomo bwebiiombe bioboremi, korwa amasomo egechidigitari na oboonia, na goikerania echiro engiya nogo egokinia echiro yoboremi ...",Agriculture,True,True
"AP featured families of protest victims expressing grief, frustration with impunity, and demands for justice and oversight reforms.","Abasikari boborai (AP)mbaorogetie buna chifamiri chia baria barenge ase emechando yogosiria abamwabo, na buna abasikari bakobuna amachiko batari okorerwa kende, na gosaba nga ekeene gekoreke na ogoonchoreria kwa amachiko arengete obokoreri bwa abasikari.",Security,False,True
Technical and Vocational Education and Training Authority (TVETA) emphasizes the importance of TVET for youth employment.,Abateneneri bechikorechi chiobobundi nochusi ao ao (TVETA) basegetire obuya bwamasomo ochusi ase abasae buna enchera eyemo yokwerika emeremo.,Education,False,True
Speaker Wetang'ula Urges MPs to Uphold Integrity in IEBC Selection,omonogeri bwebunge enene Wetangula orure okoboria ase abachumbe koba namasikani amanene ase engaki barabe bagochora IEBC .,Governance,False,True
Publish learning resources 2022.,Rika ebiganeirie gosomwa 2022.,Education,False,True
Report irregular hiring and misuse of public office. Fair recruitment builds trust and accountability.,Karwe eripoti igoro yokorikwa kwa abanto omoroberio omoronge otabwatirie ase ogotumia bobe ofisi yobokoreri bwabanto. Okorika abanto ase omoroberio omuya nigo ogosegeta obwegenwa noboteneri obuya.,Security,False,True
Informing small scale farmers importance of incorporating technology can minimise diseases brought by ( spodoptera frugiperda) survey about..,Komanyia abaremi bemegondo emeke engencho yoboremi bwetekinorochia ngokeyia bore amarwaire akorete makonde (Spodoptera frugiperda) obotuki igo ya ...,Agriculture,True,True
Physical contact of a child with her mother adds it warm to the body and bonds its relationahip with the mother.,"Ogokunana kwomwana nomobere ong'ina nigo gokomentera riberera ase omwana, okoeyana na okobwatana gose oboamate ase nomwana na ng'ina",Health,False,True
"... Agricultural Resources; Provide Agricultural ... Mission ""To provide timely support services that increase productivity, value addition and market access for the ...","Bionsi ebiganeirie as oboremi na obokoreri gokinia oboremi ebirengete obokonyi as chingaki chingiya erio gokinia rigesa, amagori amaya yerigesa riabo amo nechiro yerigesa riabo engiya erio…",Agriculture,True,True
Wildlife predation causes losses. Farmers should construct predator-proof enclosures and use guard animals. Compensation is available for verified cases.,Ogoitwa gwetugo nechingiti chiorosana buna endagera yabo nigo gokoreta asara ase omoremi. Nere buya abaremi koagacha gose kogitera etugo yabo buya gotanga chingiti chiorosana goikera etugo yabo na koyeita bua endagera yabo. Ogoakanwa ase baria etugo yabo yaitetwe nechingiti chiorosana nereo ase baria bagitere etugo yabo buya.,Security,False,True
Interior Ministry praises coordinated security actions.,Eminisitiri yoborendi bwa ime yatogiries emeroberio yokobwaterana ase oborendi.,Security,False,True
Journal write up. UK-CGIAR News. How technology on vegetables integrated push push has changed cow peas farming in western Kenya. 16 July 2025.,Amangana arikire na. UK-CGIAR News. Buna okoburukania chingeni nebimeri bwabeire obwengencho gotera tekinorogia as oboremi bwe;chimbisi aria Mocha ya Kenya. 16 July 2025.,Agriculture,True,True
"IEBCKenya Chairman Wafula Chebukati urges PWDs to walk with the Commission in its onward march to a stronger democracy & reiterates IEBC s commitment in delivering a free, fair and credible 2022 General Election that meets the democratic aspirations of Kenyan citizens","Omonyakerogo o'IEBC Wafula Chebukati obooriri abaremaru gotara amo koeneki obochori bwobosibore, obuya, bokoegeneka 2022 chikura chinene, echio chikogenda na amagani ya abanto bonsi",Governance,False,True
Misuse of antibiotics creates resistance. Follow prescriptions and dispose of drugs safely.,"Ekero amariogo aria agotanga ebinyinyi komenta omobere ime agotumeka bobe, nigo akoa ebinyinyi chinguru goika eriogo riasinywa gokora egasi yobobwenia buya. Bwatia amereso omonyagitari buya na tuguta amariogo ase enchera engiya buna eyokoyatindeka.",Security,False,True
"Criminals target livestock markets. Trade only in official markets, verify identities, and keep transaction records.","Ebibago nigo birengete echiro yetugo. Kora ebiasara nechichiro chiria chiancheire neserikari, rora nga etugo eyio nemanyekanete buya nomoneyene obo, na gacha amariko buna okogora etugona koyeonia.",Security,False,True
Learn equally! Provide braille and aids for disabled students.,"Soma kereng'anano! Karwe ebitabu biria abana batari korora, koigwa na borema bonde bwonsi kobakonya gosoma.",Education,False,True
Civic education exam set for December 5 – download free notes from KICD portal today.,"Amatemwa yobogesaku abekirwe chitariki 5 chiomotienyi 12, nyora amasakara ekkene arakorae ase amatemwa korwa KICD rero.",Education,False,True
Teachers Service Commission (TSC) announces new STEM teacher training programs to address skill gaps.,"Ekeombe keria ekenene kia abarimu (TSC) kiararirie omoroberio chokorechi chinyia chiamasomo egesayansi, etekinorogia, obobundi nachisabu (STEM) erio gotuba oboremu bwechisemi chiochusi.",Education,False,True
"SHA ENROLLMENT Deputy Gov't Spokesperson Mwanaisha Chidzuga has urged citizens to enroll in SHA, which aims to improve healthcare services and provide protection against high medical costs.","okwerikia ase omoroberio bw'obobwenia SHA. omokonyi bwomonogeri omonene bweserekari, Mwanaisha Chidzuga orure okoboria ase abamenyi kwerikia ase omoroberio bw'obobwenia SHA erio gwekonya korwa ase amagori amanene y'obobwenia.",Governance,False,True
Starting of distribution of exams and milk twice a week without payment for the Migori nd nakuru Counties prmary schools,"Ogochakigwa gwokorugwa amatemwa na amabere atari gwakanerewa, ara kabere ase omokubio ase abana bechisukuru chioboroso ime ya Migori na Nakuru",Health,False,True
IEBC mass voter registration in ALL schools starts Nov 17 – bring ID or birth certificate NOW!,"Ekeombe keria ekenene getenererete chikura (IEBC) giansire omoroberio omonene korika abaaki chikura chisukuru chionsi gochakera citariki 17 chiomotienyi 11, bogori ekebande gose esatifiketi yokoiborwa BONO!",Education,False,True
Special needs classrooms increased to 500 – apply for transfer before Dec 20!,"Ebirasi biogosomera bia abana baria nokogania kwabeene mbiagesegete goika 500, Ãtoma ogosaba gwokong'anya nyuma yechitariki 20 chiomotienyi 12!",Education,False,True
