English,Ekegusii,Kiswahili
The business community has appealed to the government to provide security for their investments and ensure they can operate safely. They also requested that the government address the issue of insecurity in Central Kenya. Businessmen from Borabu have complained that the security provided is inadequate and the level of crime is increasing [...],Abaremi bechae nigo bono baganetie eserekali kobeka emeroberio erabakonye erio babe bakonyora engeri ere engiya kera engaki ase rigesa riabo rioboremi. Nigo bono baboririe buna nere buya emeroberio ebekwe erakonye engeri yabo gokinigwa buna eyabaremi korwa Central Kenya. Abaremi abwo korwa Borabu nigo batebire buna amaonchoreria abekwa amo newizara yoboremi ase ensemo yoboremi bwechae anyare […],
The Kenya National Chamber of Commerce and Industry has expressed its support for efforts to promote peaceful coexistence and called on stakeholders to cooperate and resolve issues peacefully and ensure security for investors and protect their property. Prominent businessmen at this meeting came from Bokot and discussed with stakeholders how to improve security and strengthen relationships. They agreed that this initiative will help improve investment [...],Ekeombe giokorika abaobisa babanyanyimbo aiga Kenya giachakire amaegerio yokorwa obosemia gochia ase abasae abwo baganetie gwesoyia ase emeremo eyio ase omoroberio bwokobarikia abanyanyimbo abayia ogochia gokoreka eiki egocha. Abaobisa abanene bekiombe ekio nigo batarera chia Bokot ase baumerana amo nabasae kobasemia na kabaerera emechando barachie koumerana nero Nigo batebire buna eye nenchera eyemo yemeroberio yogokonya […],
"Jubilee Party Vice Chairman David Murathe has accused the Independent Electoral and Boundaries Commission (IEBC) of colluding with Gatundu South MP Moses Kuria to manipulate votes during the last election, alleging that the results were rigged and that the election was marred by irregularities. However, this allegation has been dismissed by MPs from the UDA party and officials from Kasarani stadium and Jubilee Party officials [...]",Omokonyi bwomonyakero bwekiama gia jubilee David Murathe nigo aboririe ekeombe kiobochori nechimbebe IEBC komoboria omobunge o Gatundu South Moses Kuria goika bosio bwaye koerera chinkwana echio ateba buna chikura chiomwaka bwechilibu ibere na ikomi na ibere nigo chiabwate obotutukanu. Gokwana chingaki chiomosangererekano amo nababunge bekiama kia UDA ase egetii gia kasarani ase omokonyi bwomorai bwense […],
"This major event, which coincides with the ongoing fight against coronavirus, requires strict adherence to health protocols. It has been emphasized that attendees should wear masks and maintain social distancing. Furthermore, the organizers of this event, including representatives from the Ufungamano Initiative in Nairobi, have assured Kenyans that they will take all necessary measures to ensure safety and prevent the spread of disease [...]","Ekeombe ekenene giechikanisa na keri gekorigereria amangana yebinyinyi bia korona ase chikanisa,Nigo kiaboririe abaegenwa bagenderere kobeka chimask ase emesangererekano yamasabo. Gokwana ase omosangererekano obareta amo ababwatani bekeombe ekio ase enyomba yemesangererekano ya Ufungamano ime ya Nairobi nigo abaobisa bekeombe ekio barwa okoboria gochia ase abakenya tibabaisa koirana maega ase okogenderera kobwatia amachiko aria abekire newizara […]",
"An AP officer stationed in Bomet County has been arrested for allegedly stealing fuel. The senior police officer in charge of the Bomet Police Station, Moses Omar, confirmed that the suspect, who has served for over 20 years, has been suspended pending investigations. He added that an investigation has been launched to determine the extent of the theft [...]",Omonyanyimbo bwe AP oyio ogokorera ase chinsemo chia Bomet nigo amobeta omoyio omongina oye goika gokwa maega yogotwara riomana riegenka. Omoobisa omonene bwa abanyanyimbo ime ya Bomet Moses Omar nigo aenekeirie buna omosubati oyio bwemiaka emerongo ebere netano nigo abetwa omoyio ase egekuba goika ogokwa. Nigo egotebekana omogaka oyio bwemiaka emerongo etato netano nere nigo […],
"Politicians have been urged to prioritize peace during campaigns. A Member of County Assembly (MCA) representing Gesima Ward in Kitutu Masaba Constituency, Nyamira County, Charles Mokaya Maroko, has asked politicians to refrain from inciting violence and instead focus on promoting unity. Maroko stated that he will work with religious leaders and local residents to ensure peaceful elections [...]",Abanasiasa baboorigwe koenekia omorembe chingaki echi bagokora chikampeni. Omo MCA bweward ya Gesima ebunge ya Kitutu Masaba ekaonti ya Nyamira Charles Mokaya Maroko nigo abaganirie abanasiasa abwo bagenderete gweakera ekoko bosio bwo obochori obonene obwo bore bosio gokora siasa chio omorembe Maroko nigo ayakwanete aywo ase ensemo ya Riamoni ase eward yaye ase boigo abamenyi […],
"Residents of Keumbu in Kisii County have come together to support a child born with disabilities. The community raised funds to purchase a wheelchair for the five-year-old boy, who was diagnosed with a condition at the Keumbu SDA Church. According to residents, the boy's family is struggling financially and needs assistance. They also appealed for continued support for the child's medical care [...]",Abanyanyimbo ime ya Keumbu ekaunti ya Kisii nigo bagendererete nobotuki ase egekore ekemo omobere bwomwana ore noborema onyoretwe abwo magoroba gotigire ase echiro ange nekanisa ya Keumbu SDA. Korengana na abanyanyimbo omobere bwomwana oyio okageire koba bwemiaka etano ebere nigo otigire ase ekerogo kiewheelchair. Nigo egotebekana buna abwo igoro nigo arenge gotarigwa amo nomosacha oyomo […],
The genealogy of Jesus Christ,Chisokoro ne chisokoororia chia Yeso,
(Luke 3:23-38),(Luk 3:23-38),
"1This is the record of the ancestry of Jesus Christ, son of David, descendant of Abraham.","1Oyo noro omoroberio bw’echisokoro chia Yeso Kristo korwa ase ororeria rwa Daudi, oyio orenge korwa ase ororeria rwa Aburaamu.",
"2From Abraham came Isaac, and from Isaac came Jacob, and from Jacob came Judah and his brothers, 3and from Judah came Perez and Zerah through Tamar, and from Perez came Hezron, and from Hezron came Aram, 4and from Aram came Aminadab, and from Aminadab came Nahshon, and from Nahshon came Salmon, 5and from Salmon came Boaz through Rahab, and from Boaz came Obed through Ruth, and from Obed came Jesse, 6#2 Bar 24:14,15; 2 Chr 36:10; Jer 27:20and from Jesse came King David.","2Korwa ase Aburaamu goika omorwoti Daudi akaibora Isaka, na Isaka akaibora Yakobo, na Yakobo akaibora Yuda na abamwabo, 3na Yuda akaibora Peresu na Zera ase Tamari, na Peresu akaibora Hezironi, na Hezironi akaibora Aramu, 4na Aramu akaibora Aminadabu, na Aminadabu akaibora Nashoni, na Nashoni akaibora Salimoni, 5na Salimoni akaibora Boazi ase Rahabu, na Boazi akaibora Obedi ase Rutu, na Obedi akaibora Yese, 6#2 Abar 24:14,15; 2 Amg 36:10; Yer 27:20na Yese akaibora omorwoti Daudi.",
"And David came Solomon by her who had been Uriah’s wife, 7and Solomon came Rehoboam, and Rehoboam came Abijah, and Abijah came Asa, 8and Asa came Jehoshaphat, and Jehoshaphat came Joram, and Joram came Uzziah, 9and Uzziah came Jotham, and Jotham came Ahaz, and Ahaz came Hezekiah, 10and Hezekiah came Manasseh, and Manasseh came Ammon, and Ammon came Josiah, 11and Josiah came Jeconiah and his brothers at the time they were taken captive and sent to Babylon.","Na Daudi akaibora Sulemani ase oyio orenge omokungu o Uria, 7na Sulemani akaibora Rehoboamu, na Rehoboamu akaibora Abiya, na Abiya akaibora Asa, 8na Asa akaibora Yehosafati, na Yehosafati akaibora Yoramu, na Yoramu akaibora Usia, 9na Usia akaibora Yotamu na Yotamu akaibora Ahasi, na Ahasi akaibora Hezekia, 10na Hezekia akaibora Manase, na Manase akaibora Amoni, na Amoni akaibora Yosia, 11na Yosia akaibora Yekonia na abamwabo ase chingaki chiria Abaisraeli basakoretwe na kong’anyigwa gochia Babiloni.",
"12After the exile to Babylon, Jeconiah fathered Shealtiel, and Shealtiel fathered Zerubbabel, 13and Zerubbabel fathered Abiud, and Abiud fathered Eliakim, and Eliakim fathered Azor, 14and Azor fathered Zadok, and Zadok fathered Akim, and Akim fathered Eliud, 15and Eliud fathered Eleazar, and Eleazar fathered Mattan, and Mattan fathered Jacob, 16and Jacob fathered Joseph, the husband of Mary, from whom was born Jesus, who is called Christ.","12Na magega ko Abaisraeli basakoirwe na kong’anyigwa gochia Babiloni Yekonia akaibora Salatieli, na Salatieli akaibora Serubabeli, 13na Serubabeli akaibora Abihudi, na Abihudi akaibora Eliakimu, na Eliakimu akaibora Azoro, 14na Azoro akaibora Zadoki, na Zadoki akaibora Akimu, na Akimu akaibora Eliudi, 15na Eliudi akaibora Eleazari, na Eleazari akaibora Matani, na Matani akaibora Yakobo, 16na Yakobo akaibora Yusufu, omosacha o Mariamu oyo oiborete Yeso, oyio okorokwa Kristo.",
"17Therefore the total number of generations from Abraham to David is fourteen, and from David to the exile to Babylon, fourteen, and from the exile to Babylon to the Christ, fourteen.","17Na ebigori bionsi korwa Aburaamu goika Daudi nigo biarenge ebigori ikomi na bine: na korwa Daudi goika ogosakorwa na okong’anyigwa kwa Abaisraeli gochia Babiloni, n’ebigori ikomi na bine: na korwa ogosakorwa na okong’anyigwa kwa Abaisraeli gochia Babiloni goika Kristo, nebigori ikomi na bine.",
(Luke 2:1-7),(Luk 2:1-7),
18 #,18 #,
Luke 1:27,Luk 1:27,
"The birth of Jesus Christ took place in this way: Mary was pledged to be married to Joseph, but before they came together, she was found to be pregnant through the Holy Spirit. 19Because Joseph was a righteous man, he did not want to expose her to public disgrace, so he had in mind to divorce her quietly. 20But after he had considered this, an angel of the Lord appeared to him in a dream and said, “Joseph, son of David, do not be afraid to take Mary home as your wife, because what is conceived in her is from the Holy Spirit. 21#Luke 1:31She will give birth to a son, and you are to give him the name Jesus, because he will save his people from their sins.” 22All this took place to fulfill what the Lord has said through the prophet:","Okoiborwa kwa Yeso Kristo nigo kwarenge iga: Ekero Mariamu ng’ina konya ariereirwe boko na Yusufu, na konya bataramenyana buna omosacha n’omokuungu, Mariamu akarorekana ore morito ase chinguru chi’Omoika Omochenu. 19Yusufu nigo arenge omonto omooronge, na tarigetie komoa obosooku, maiso marore, ase igo akaroberia amotige bobisi. 20Korende ekero arenge orengereretie aya, rora, omomalaika bw’Omonene akamochiera ase chindoto akamoteebia. “Aye Yusufu, korwa ase ororeria rwa Daudi, toiroka koira Mariamu abe mokao, ekiagera nigo abeire morito ase okobua kw’Omoika Omochenu. 21#Luk 1:31Ere naibore omwana omoisia, nomoroke erieta riaye Yeso, ekiagera nere oratoorie abanto baye korwa ase ebibe biabo.” 22Aya onsi nigo abeire, erinde riikerane ring’ana riria riakwanetwe n’Omonene goetera ase omonwa bw’omobani:",
23 #,23 #,
Isaiah 7:14,Isaya 7:14,
"“Therefore the Lord himself will give you a sign: The virgin will conceive and give birth to a son, and will call him Immanuel”","“Rigereria, omoiseke omwekungi nabe morito,",
"(which means, “God with us”). 24So Joseph woke up, and did what the angel of the Lord commanded him and took Mary home as his wife. 25#Luke 2:21But he had no relations with her until she gave birth to her firstborn son; and he named him Jesus.","erio aibore omwana omoisia,",
"Thank You !! Our ancestors and descendants praise the great God Nyasae, and we also thank Him greatly.","Thank You !! Abaminto Naende Twairaneirie Omonene Tata Nyasae, Amo Nainwe Buna Mbuya Mono Ase Kera Egento",
"Thank you !! Great God Nyasae, may He bless this book and its author. May He help us so that this book helps others, and may it be remembered forever, and may this book be useful to everyone. We accept it from our ancestors, and may it bring good things, protect knowledge from loss and destruction, and provide guidance.","Thank you !! Mbuya mono ase Omonene Tata Nyasae ase ebisio amo n' ogoikerania okoba gw' ebulogi eye. Ase boigo, nigo tokoira ribaga eri ase okoiraneria buna mbuya mono, ase bari mwensi mwasangire naintwe ase ekebute eke, na kogera ebulogi eye yaikeranire iga. Twaakire buna mbuya mono, ase amauko mogotorikera, erinde gotomenta obomanyi igoro y' chinchera amo n' egekoro giaito, na gotosegeta.",
Great God.,Mbuya mono.,
"May He also bless Petronillah Ogoti, who wrote about customs, traditions, problems, and everything concerning the Gusii people. The quality of her writing makes 88% of this book understandable, and the quality of her research is high. And the stories she tells are very interesting and make one want to learn more. Great God and descendants.","Ase boigo, mbuya mono gochia ase Petronillah Ogoti, ase omokia akorete bw' obotuki bw' egekoro, emerabaro, ebitandawili, amo n' chinchera chinde chionsi chiaito ntwe Abagusii. Ase eng'encho y' omokia oye, goetera 88% y' ebulogi eye nigo yaikeranire, ase eng'encho y' obotuki akorire. Eye n' emeremo emekong'u eyio ntwe totarenge gocha goikerania onye ntwabwate obotuki bonga buna obo. Mbuya mono naende.",
"Anyone who understands what they are doing should know that this is a good thing! This story of a brave man who overcame challenges and achieved success shows how hard work pays off. Listen, children of God, let us continue to strive for excellence, and may there be peace and prosperity.","Onye gokagete buna kera egento gwakorire nase eng'echo yao aye bweka, rirorio tata noraita !! Erongori eri y' obori omorugi oo akobekeire ase egesanda egotonontera nigo egoikerana, goetera ase enchera entambe mono. Ritang'ani, Omotongi Nyasae nere ontongire endemero, na kogera omogaso obare, n' embura gotwa.",
"Therefore, honor those who have worked hard, and respect their efforts. Because of their efforts, honor Bitutu’s family and friends, and let them avoid misfortune. This matter concerns the entire community, so let us all come together with sincere hearts to achieve progress.","Korwa abwo, goika omomura arigigwe, na koegwa ekonda korema endemero eye. Gakorire korema, goika omong'ina Bitutu arigie abangina bande, erinde bamokonye kobusura. Bono ekero obori bogenderere kwama, goika naende magokoro arigie egesangio gi'okwaga enchagwa.",
"Indeed, this story has inspired [Mr. Ong'eng'o - “Epwee pwee” his nickname, a beautiful song that encourages perseverance!!] and continues to motivate, inspire, encourage, comfort, strengthen, heal, and empower; it has been well received: May this message spread far and wide, and may people use it to improve their lives and build a better future.","Aaiga, obori obo kibwamire [ Inyora Mr. Ong'eng'o - ""Epwee pwee"" mogondo kwao, richore nario rigotanga kobeka monu !! ] naende bogeswe, goika bwomigwe, bobongororwe, bosunyuntwe, boerwe n' oroteru, bosiegwe, boinekwe obwanga, erongori egotonontera erosigwe: Ase enchera ende, abanto n' abange bagokora emeremo, erinde aye onywe erongori eng'ansu.",
"Let us not forget the importance of preserving our culture, Bogichoncho, Bobasi Chache area, Kisii County. Mwanyagetinge.com/2014","Tokare koganyerera erongori eng'ansu aaria bomame, Bogichoncho, Bobasi Chache yaito, Kisii County. Mwanyagetinge.com/2014",
Great God bless our families and communities,Mbuya mono gochia ase abang'ina n' abagaka baito,
"Our ancestors and descendants appreciate this gift from our families and communities who work like the Gusii people, and they offer advice and wisdom regarding everything concerning our culture. We thank the great authors for writing this book. Anyone who contributes to this wisdom, including the 88% contribution of Petronillah, deserves recognition. We pray that the great God will continue to guide and bless our heritage.","Abaminto ntokweba goakera mbuya mono na koinyora abagaka amo n' abang'ina baito abange korwa nka Gusii, ase ogotoa emegano, amo n' obosemia obonge igoro y chinchera chiaito. Tiga nainwe Omonene abainyore ase emeremo eye mwakorire. Onye tari goetera ase obosemia bwaino, nanga 88% y' obotuki obo bw' Petronillah, mbwarenge gocha goikerana. Nainwe tiga Omonene agenderere kobasesenia na kobaa amatuko amange ase ense eye.",
"This blog is informative, and it provides valuable insights. We should remember all the sons and daughters of Gusii who strive to maintain our traditions and customs. Great God bless Mr. Ong'eng'o, Abana Sungusia, Abagosabusia, musician Sabby Okengo, Ebiosi PAG Church Choir, Rev Douglas Otiso, Bobasi Commandos, Metamaywa Camp Choir, Nyanchonori SDA Church Choir, Nyamache Geen, Bonyakoni Kirwanda, Embarambamba, Musa Omosomba, Borangi SDA Church, Joseph Siko, Miriri Songa, the late Christopher Monyoncho and others too numerous to mention [whose names I cannot recall at this moment]. We thank the great God for inspiring them to write this book.","Ebulogi tegoikerana, onye chingero tichiiyo. Ntwe nigo tokoinyora abateri bonsi ba Gusii ase omokia mokorete ase ogotogokia. Mbuya mono gochia ase Mr. Ong'eng'o, Abana Sungusia, Abagosabusia, omosubati Sabby Okengo, Ebiosi PAG Church Choir, Rev Douglas Otiso, Bobasi Commandos, Metamaywa Camp Choir, Nyanchonori SDA Church Choir, Nyamache Geen, Bonyakoni Kirwanda, Embarambamba, Musa Omosomba, Borangi SDA Church, Joseph Siko, Miriri Songa, Marehemu Christoper Monyoncho amo na abateri bande baito abange [ gaki tekonyarekana korika amarieta onsi igaa ]. Tiga nainwe Omonene abamentere ase emeremo eye mogokora.",
We also praise Egesa FM for its dedication,Naintwe Egesa FM ngotokuna ere enkoro,
"I commend Egesa FM for supporting the efforts of the Gusii people. Great God bless all the presenters at Egesa FM for promoting our culture. With your support, we believe that Egesa FM will continue to thrive and provide quality programming. This commitment has earned them respect, and we appreciate their contributions. May this message spread far and wide, and may this blog be remembered forever, so that no one forgets the important role played by dedicated individuals.","Nchera teiyo torebe Egesa FM ase emeremo emiya bakorire ase Gusii yaito. Mbuya mono gochia ase abarari bonsi ba Egesa FM ase ogokora emeremo emiya. Amatuko ande, naintwe nabo okonyora ekero totegererete Egesa FM, twamanya gotaboria aganto gete gakwanire na gotokuna enkoro. Bono gitwakunirwe enkoro, nabo tokorika e post igoro y' aya twaigwa. Ase enchera ende, ebulogi eye tegoikerana buya, onye ntori korika ari amaya abaminto bakwanire.",
May God bless all the presenters at Egesa FM.,Omonene asesenie abarari baito bonsi ase Egesa FM.,
"That year was a significant one for the Ekegusii language. It was the year we wrote Endabaro [Endabasie], indeed. This Endabasie took 12 years to compile!! Great God also bless Kennedy Bosire, and Gladys Machogu for their tireless efforts and immense contribution to the Gusii community, which greatly benefited our children.","Omwaka oyo nigo orenge omonene ase omonu bw' Ekegusii. Oyo noro omwaka naintwe Abagusii twanyora Endabaro [ Endabasia ], yaito. Endabasia eye nigo yairete emiaka 12 koyerika !! Mbuya mono naende gochia ase Kennedy Bosire, amo na Gladys Machogu ase ogotwara oboremereria obonge mono. Eye nigo ere e contribution enene mono gochia ase Omogusii, eyio eratokonye gochia ase amatuko amange gochia motwe.",
"Many people came together and collaborated during that year. Let us remember, because we prayed for success. Therefore, let no one forget the challenges faced that year; we overcame them. Through the grace of God, we have been able to achieve much this year. This year has brought many changes, and we pray for continued progress. We thank the great God for hearing our prayers and answering them. Glory to the Almighty God.","Abaminto nabange batokuna na gotokonya ase chinchera ao ao omwaka oyo. Onye twebire onde, gaaki twasabire okwabera. Ase boigo, onye kende nkeroo totaikerania omwaka oyo ase oboriki, kamoranche twabere. Goetera ase ogwancha kw' Nyasae, tweegenire buna ntoikeranie amange ase omwaka oyo ogocha. Bono omwaka oyo goikire aange koengekana, nigo tokobasabera amaya ase kera oyomo. Tiga nainwe Omonene Nyasae abainyore na kobasesenia. Chisokoro n' Omonene Tata Nyasae oyio.",
"Sincerely,","Oyomino,",
Jared Nyabuto Nyaberi.,Jared Nyabuto Nyaberi.,
"Long ago, in the days of Nyanchwa, the hyenas were very numerous. These hyenas would often raid the interior of the homesteads, which caused great suffering and endless lamentation. Those who understood the ways of the hyenas knew their tricks and their immense power.","Abwo kare kare, ase ekenyoro kia Nyanchwa, ebigoro mbiarenge aroro. Bono ebigoro ebi nigo biagiteire ime y’emete emenge, eyio yameete naende yarenge kororekana buya. Abamenyi be ebigoro ebi nigo bamenyete n’ omogoko amo n’omorembe omonene.",
"In those times, people of the homesteads gathered together because of this matter. Because of the homesteads, they agreed that everyone should contribute something towards buying medicine to protect all the homesteads from harm.","Emaambia eyemo, abanto be ekegoro ekemo bagakumia ase aya baroche. Ase ekegoro ekemo, omote norenge oyomo bwamete na koba omotambe kobua emete yonsi pi ase ebigoro ebi bionsi biabebekaine aaiga.",
That thing was considered important.,Omote oyo ogakina okaba swanya,
"The expenses of that thing were met, through contributions from each family and by giving gifts from everything available. The reputation of that thing grew greatly, so that the homesteads and all the hyenas that had been causing harm were protected.","Ebisabo bi’ omote oyo nigo biasabogete, goikera bikaama na koba ebitambe mono ase chinsemo chionsi pi. Chinsagi chi’ omote oyo nigo chiarenge buna emete ende, eri yamete aiga ase ekegoro eke gose ebigoro biri binde biabebekaine aiga.",
"And also, the strength of that thing increased and became very powerful, through offering respect and avoiding bad talk about all the homesteads. That thing brought great peace and prosperity, making the homesteads flourish abundantly.","Ase boigo, amato y’ omote oyo akaama na koba amanene kegima, goikera agatanga omogaso togoika ase amaraba gose obonyansi. Omote oyo okairera ekiriri ekenene gocha aiga, goikera ekegoro ekegima omosunte okabwata omonene.",
"However, some things happened repeatedly and remained a concern, causing great hardship and bringing sorrow to the people. Other things were discovered, leading to investigations to find out what was happening.","Bono ebimeri ao ao bikaba mbiri komera na koama ase eng’encho mbiare konyora omogaso erinde obimente chinguru biame ase botoereru. Ebimeri ebinge bigakwa, goikera egeateko gi' enchara gekarorekana koba ang’e.",
"Nevertheless, despite all this, the secret of the ordeal remained hidden and its power continued to grow, so that these matters could be resolved and problems overcome. And the people of Nyanchwa feared that thing.","Nonya nabo igo, ching’iti chi’ orosana chirochio nchibwate obosubore n’ omogoko ekiagera nigo chiare koria amato aya, ayio arenge gosaboka bogakia. Bono Abanto ba Nyanchwa bagatwara obwoba n’ omote oyo.",
"They planned various strategies and discussed them extensively, hoping that this thing would bring lasting peace. Those knowledgeable individuals spoke truthfully, so that the truth about the homesteads would be revealed.","Bakanya korigia chinchera ao ao barayogechere, ekiagera omote oyo konye obeire omonene kerage. Abamenyi aba bakaigwana bayogeche gose mbache gokonyeka, nyuma enchara etarabaita korwa ase ekegoro eke.",
"However, in those times, they traveled and consulted widely. They spoke about going and returning during the evening, and they rejoiced and worked hard on the tasks they had undertaken.","Bono emaambia eyemo, bagaturana, na gochaka koyogecha. Bakayogecha bokaira na koirana riakagororoba chinsobo, ase baragerete na gotimoka korwa ase emeremo emekong’u bakorete rituko rigima.",
Indeed! That thing will continue to bring peace to all generations.,Kai! Mote oyo tori kororekana gose nogechetwe.,
"Truly, they went around exploring this thing thoroughly, gathering information to understand how this thing works and why it continues to bring peace to future generations! They deliberated thoroughly and consulted widely.","Aankio yaye, bakairana kogenderera kogecha omote oyo korende bagakumia ekiagera banyorete omote oyo naende bwamire torikororekana gose nogechetwe rituko ria igoro yaye! Bagaichana korende bagachaka koyogecha.",
"The people of Nyanchwa Hill said: We will not allow this thing to be lost, lest we lose our identity and knowledge. Let us return to Kisii Town to visit the beautiful Nyanchwa Hill. Picture with Petronillah Ogoti, Gusii.com files.","Abamenyi ba Nyanchwa Hill: Ntwe nigo totagete kobutora omote oyo, erinde toagache chinyomba ase tokomenya. Korigereria korwa Kisii Town gochia aaria beautiful Nyanchwa Hill. Picture na Petronillah Ogoti, Gusii.com files.",
"And so, those who went around realized that they should not give up, but persevere and continue to explore this thing and ensure that it remains strong enough to last forever! They gathered and deliberated further.","Bono ekero bwairete aba bakairana chinsobo buna yarenge botambe, bakaboka rituko rinde na kogenda ase omote oyo na konyora naende bwamire anene kobua buna bayotigete! Bagakumia na goichana mono kerage.",
"These words spread throughout the land, leading to respect and understanding, so that people would not underestimate the importance of preserving this thing. They believed that if it were forgotten, it would be like losing a precious treasure. But if they remembered and cherished it, birds would fly high above, rejoicing.","Aya akaba kagokorekana ase amatuko atari make, goikera engaki baruseti moyo buna omote oyo tobwenereti gokunwa. Bagateba buna nigo ogotigwa igo, bwame goikera kaa ase oratigere kwama. Bono buna babwatete amakere na gotenena bayosonchete, Okanyoni oyomo akairuruka goocha ase barenge.",
Birds flew swiftly.,Okanyoni nabwate eng'ana,
"That bird is known for its speed, but people don't know what makes it so fast. This bird helped those who needed assistance, offering support and encouragement, but some doubted its ability because of its small size.","Okanyoni oyo nigo arenge omosiniini mono batare koyemanya buna n' Oknyoni ki orenge. Okanyoni oyo akabakwanera korende as’ eng’encho aba barenge n’ obororo obonge, tibachia komokwanera ekiagera nigo bayechayete buna tayarenge n’amang’ana arabakonye nonya n’ asinini.",
"Therefore, the bird decided to demonstrate its strength and resilience. It declared, “I will show you. Today I will reveal my power and prove that I can overcome any obstacle. I am also capable of carrying heavy burdens across vast distances.”","Korende Okanyoni ere tachieti korusia moyo kobakwanera. Akagenderera kobatebia buna ""Timoseka. Aya nkobatebia nigo are y’e ng’encho na nigo arabakonye ase anene kegima motaregokagera. Nche ninde n’ obokonyi n’ obobisi bw’ omote oyo obanchandire emiaka emenge",
"And so, the people gathered to witness the bird's demonstration. “This is a testament to the strength of our ancestors. The secret to success lies in perseverance, dedication, and unwavering commitment. If this bird can achieve such feats, then we too can overcome challenges and build a prosperous future!”","Bono abanto aba bagakumia na gokira erinde bategerere aya Okanyoni oyo abwate. ""Okaobori nere obanchandire ase amatuko aya onsi. Ekero mogokora kogecha nigo Okaobiri arenge gocha, omena ase mware gwatia erinde omote oyo osaboka obotuko obogima! Nigo Okaobiri atagete omote oyo onyakoba aroro ekiagera nigo okomokonya kwebisera ababisa baye erinde obatwara na konyora endagera yaye yak era rituko",
"The bird continued to proclaim to the people of Nyanchwa, “My friends, remember this lesson: always strive for excellence and never settle for mediocrity. Work diligently and tirelessly, and let your efforts bear fruit for generations to come.”","Okanyoni akagenderera okobatebia abamenyi b' Nyanchwa buna ""Ekero mwainokire, nere buya mwatiga ebisire aroro na nigo mogwatia mwatiga aria ase atieriri arori igoro, erinde kogocha komena omote egesire kenyenye oromeme rwaye",
"And so, the bird completed its mission, leaving the people of Nyanchwa inspired and motivated. To commemorate this event, they held celebrations and shared stories, ensuring that the memory of this remarkable bird would endure.","Ekero Okanyoni akoora goteeba amangana aya, abanto ba Nyanchwa bakaigwa buya na koirana chinsobo. Kobwakia emaambia yaye, bagacha n’ ebisire bitieriri bigaika na bagachaka goatia omote oyo ong’ana swanya.",
"But Okaobiri alone remained focused on the task. And indeed, his wisdom shone brightly!",Amamocho mono ase Okaobiri komena omote. Bono onyenyire oromeme rwaye rwensi pi!,
"After much deliberation, they began working on the task together, striving for excellence and achieving great results. But alas, Okaobiri stumbled and fell while attempting the task. However, he quickly recovered and persevered, refusing to give up!","Ekero riagororobete, aba bagatiga ebisire ase omote naaria ase atieriri akaroria igoro erinde bakagenda chinsobo. Buna botambe ere, Okaobiri agacha na kong’ea komena omote oyo. Keri keri, Okaobiri agachacka komena buna botambe na konyenya oromeme rwaye na korobutora!",
"Okaobiri was exhausted, and his limbs were aching, but his spirit remained unbroken. Okaobiri rose again, strengthened by determination, and continued his journey with renewed vigor. From that moment forward, the task became easier. The people of Nyanchwa rejoiced, realizing that through unity and collaboration, they could accomplish anything, and their community flourished like never before.","Okaobiri akaigwa obororo, n' amanyinga agaiteka atari make. Okaobiri korora iga, agatiachoria n' chimbero chimbariri, tachia koirana rinde aiga. Korwa abwo, mote oyo tochieti gosaboka. Abamenyi b' Nyanchwa bakayogecha igo, goikera okagwa nse, n omogoko ogaichora ase abanto abwo bachagete gosimeka chindagera chikaama.",
"The heart says that when Omosongo arrived in Gusii land, the people of Abagusii accepted his intentions. The heart also says that Omongeresa led him to the customs of the Gusii people in the year 1893. That event became known as Gusii, and the leaders of Abagusii agreed on four things:","Magokoro nigo agoteba nga konyora Omosongo ataraika Gusii, kera enyomba ase Abagusii yabwate omogambi. Nigo magokoro agoteba ng'a Omongeresa nigo aigete ase erwenyi ya seito Gusii ase omwaka 1893. Ekero ekio kio ogoika nka Gusii, abagambi ba Abagusii nigo barenge buna ekobwatia:",
1.Bonchari: Chief Okongo and others from the Bonchari region acknowledged that Omosongo had come to Gusii.,1.Bonchari: Omogaka Okongo nere orenge omorwoti aaria Bonchari yaito ekero Omosongo agoika Gusii.,
2.Bogirango Irianyi (South Mugirango): Chief Kereu and others from Bogirango Irianyi stated that Omosongo had come to Gusii.,2.Bogirango Irianyi (South Mugirango): Omogaka Kereu nere orenge kogamba Bogirango Irianyi yaito ko Omosongo agoika Gusii.,
3.Bomachoge: Chief Nyamosi and others from Bomachoge confirmed this matter.,3.Bomachoge: Omogaka Nyamosi nere obete omorwoti o Bomachoge yaito ase engaki eyio.,
4.Bobasi: Chief Nchore and others from the Bobasi region affirmed this matter.,4.Bobasi: Omogaka Nchore nere orenge kogamba aaria Bobasi yaito ase engaki eyio.,
5.Nyaribari: Chief Nyamwamu and others from Nyaribari stated that Omosongo had come to Gusii.,5.Nyaribari: Omogaka Nyamwamu nere orenge kogamba ase Nyaribari yaito ko Omosongo agoika Gusii.,
6.Bogirango Sugusu (North Mugirango): Chief Ndubi and others from Bogirango Sugusu confirmed this.,6.Bogirango Sugusu (North Mugirango): Omogaka Ndubi nere orenge kogamba aaria Bogirango Sugusu yaito.,
